darkturquoise	red	darkgreen	darkgrey	orange	floralwhite	brown	darkolivegreen	bisque4	darkred	darkorange2	darkmagenta	greenyellow	midnightblue	skyblue3	paleturquoise	thistle2	salmon	lightcyan	sienna3
P0CT40	P51915	F1QCN0	Q96WV6	Q6IMK3		Q9EQT3	Q58CP9	Q13439	Q3SZC6		Q13395	Q922V4							
Q69Z36	Q9BQP7	Q5M8X6	P20794	Q9IB86		Q1KKX9	Q5RAR5	A5PMR2	Q96TA2		Q803M3	Q8BMJ2							
Q64302	P62752	O96006	Q642H7	Q5R7B0		Q8VI59	Q3SYU1	D3ZSI8	Q5R880		Q8BW49	Q9BX93							
Q8R512	P14381	Q28FH2	Q8K249	Q6DGQ4		P37232	P70541	Q9Z2K0	O13127		Q8IWZ3	I0IUP3							
Q99315	Q569Z1	A8MT65	Q1EGL2	Q99MZ7		E9PYH6	Q86TP1	Q9Y2H5	P21180		Q0P5A7	Q8R001							
A5PMF7	Q90417	Q5M8W9	Q7T320	Q3SZL5		Q8IWZ8	Q7T293	P07589	Q15306		P47802	Q5R988							
P08548	Q02368	P26325	Q9H0M0	Q5EAA4		Q5ZM39	P54840	Q14558	Q2KJ96		Q5RGE5	Q9EQ15							
P21328	Q5EAR5	Q6DBY2	Q9DBJ3	Q6AYR4		Q8TDS4	Q6PAX8	P35072	Q7ZVK3		Q5ZIT5	P48507							
Q1XHU0	Q07120	Q58CR4	Q92183	Q8CI52		E1BYJ2	P50237	Q7RTR2	Q8IVL1		P0CB49	Q8K2Y7							
Q8N1I0	Q6IQM2	Q0V8R6	P17041	Q9BYV9		F1QJX5	Q9H553	Q9UKA4	Q29437		Q6AYS5	A0JMD0							
Q70Z35	Q8HZN9	Q9BQ61	Q8N3S3	P97280		Q02384	Q96BM1	Q6INU8	Q0VCM6		Q568L5	Q5NCE8							
P53814	P08548	Q6B860	F1SSF9	Q8C4N4		Q99LG2	Q9QYJ0	P26990	Q2KIG2		Q8BYH3	O74423							
P56470	Q0V8L2	P48806	P49716	Q08C93		A4II09	Q14692	A0A0R4IVA4	Q3SZN0		Q4V9P9	P56213							
P46019	Q9CQR4	O35054	Q4ACU6	Q5ZI67		Q588U8	Q641Z6	Q91YL3	P22457		A4FV61	Q7SZK7							
Q92750	O35047	Q9Y3M2	Q80TB7	Q5FVH0		Q9I9K0	Q5BJW3	Q5RD00	Q6PHD9		Q7SXN4	P36968							
Q9NS28	Q14019	A3RK74	Q28024	O14717		Q9DAS9	A4QP31	P51792	Q9UQR0		Q9CR50	Q9YHX4							
O42097	Q06S87	Q62876	Q0IHQ3	Q96LD4		P81274	Q8CJ26	P04323	Q5R5E7		Q95107	P05423							
Q8BQM8	O75317	Q9N5K2	Q6GV29	P27601		Q17QN2	Q92614	Q9QX73	Q8TEW0		Q501Q9	Q8VCX6							
Q7SZ59	Q9QZ23	A1L595	Q6P1S2	Q80UG1		Q92784	Q0VA16	Q7T339	Q3T052		Q5RDH6	Q9EQC0							
Q0VCH8	Q6PGY3	P21328	Q8BFZ8	Q640N2		Q2TBP2	P05165	Q3SZD5	A8WFT6		Q8VI75	Q3U132							
Q9W6V2	P04166	P16210	Q9BXB5	Q7SXW6		O14607	Q29RH3	Q3SZA0	A8K0R7		P0C218	Q9BYZ6							
P15208	Q9CX98	P35563	B1PHQ8	Q6PC24		Q96I25	Q99551	Q8TDG4	P17694		P51648	Q9Y2F5							
P52909	Q8K4I3	Q9W689	Q9UJW8	Q9UHE5		Q3UTJ2	Q96DV4	O94915	Q5F407		Q05B83	Q8WU20							
Q9Y6X8	Q5I0E7	Q5RKI1	Q99M51	Q7SXV1		Q8CJG1	P04114	Q9UJW8	Q27970		Q9NBX4	B0K019							
Q14119	Q5RCW2	Q6DHE8	Q5R8Y3	Q25330		Q4R4T9	Q8JHJ2	Q1KKV8	Q9H0J9		Q90WR8	Q5M786							
P62257	Q08BA6	Q9DCT6	Q8N145	P82980		Q9BVI0	Q5ZLF0	Q80VF6	Q5TC79		Q9BXW7	O54864							
P07247	P97300	P34942	P51046	Q6ZVM7		Q7TS63	Q925N2	O42242	Q8AXB3		Q6ZQL4	Q5ZKT8							
Q06725	Q32LC1	O57590	Q3SYT6	Q6P0G6		Q5ZKL6	Q5R511	Q9HAZ1	Q9WUM5		Q8CAS9	Q9XT77							
Q6ZSZ6	Q9NVG8	P05089	Q6UFZ9	O43822		Q99LU8	Q6DGL8	O14645	P62071		P83565	Q7T384							
P12104	A0A0R4IVV0	Q90744	Q5RES1	Q566M8		P16884	O15067	P15208	P40682		P97798	Q05B51							
E9Q735	Q66I61	P14381	P26794	Q800H9		Q80TY0	Q5RF16	E9QAG8	Q6DIT8		O75487	F1Q8R9							
Q6UWV6	Q9QXA5	Q5R4S3	A7MB45	Q64429		Q08CI8	Q8C525	Q9H098	Q9JI99		Q4V9L6	Q3T0P5							
P14381	A0JMD4	O73737	Q95235	Q7SYE0		Q6TS35	P31800	Q6DCU6	F1QN54		P14381	Q9H633							
Q04759	Q90VZ3	Q2YDR3	Q641Z2	Q8R491		P20825	O00559	P57781	Q9H4A6		F1R4C4	Q9BWD1							
D3Z3C6	P46094	Q8C8M1	Q60843	Q5U3H3		Q5T1M5	Q61699	O75131	I2C090		Q5U3G6	Q4RGM4							
Q9BYE9	Q9UJ41	Q3SZE3	Q3TTY0	P30568		Q8NF91	Q2KIS3	P69999	A4IG32		Q9D4H8	A5WWC6							
Q6PBY7	Q5ZJQ8	Q9JIQ8	P52731	P08045		Q68EH9	Q4V8R6	Q4R7U0	Q6PBM1		Q6GPM1	Q5RA42							
Q86YM7	Q9QXW2	Q1XHU0	B6F1W5	E9QAG8		Q7ZUW6	Q9DCS9	O76080	Q80UZ0		Q5U378	P33005							
Q9H936	Q8BWR4	Q00765	Q9WV52	Q8C0D7		Q28IK8	A0ZSK4	Q9Y2J2	O97593		P41777	Q6PHG2							
Q99PF5	P17301	Q5JS37	Q3Y4E2	P09651		Q15428	Q9H6U8	P42337	Q99J21		Q6NZN1	Q6PC64							
Q1LVV0	A4FV84	Q99MK9	Q6NWH1	Q8CC36		A1YF22	B8NM66	Q96GD3	Q6NZ03		P97675	Q28DF4							
Q6P0E5	Q1LZ89	B0V3H4	Q7RTR2	Q5TYV4		Q9P1Z0	Q6ZN11	O14686	P91791		Q5RA67	Q9QXG4							
Q9Y2V0	Q8WUK0	P14373	Q5ZI27	A3KNA7		P51587	Q28DB5	P04323	P14381		Q9JJ94	O35484							
E7FEV0	Q96KP4	Q1JQA4	P46530	P79152		Q07883	Q03701	O95793	Q9DAU9		Q58DQ5	P00787							
Q9NSI6	P55918	O15315	P0C7U0	P56476		Q9BRP7	B5X1G3	Q5BKM3	Q6NT99		Q96S55	O46470							
Q5RD34	Q9JJV2	Q5ZL55	F1QLY4	O60779		Q5U316	Q4KLM5	Q5R819	Q86YQ8		Q0VCC1	Q09143							
Q5BIM1	Q5RHZ6	Q9NTW7	Q9CYR6	Q9HCS7		Q9Y6R1	Q61820	Q96JM2	Q6NYP8		Q14117	P16423							
Q28161	H9D1R1	Q5PRC0	Q9ULS5	Q8BH95		Q969Y0	Q7RTR2	P51661	Q2TBM7		A2BE28	Q2TAF4							
Q9ZD61	O42494	P25685	Q32NH8	Q501X2		Q13325	Q5REF6	Q7Z401	Q28658		Q8NB78	Q1LVE8							
Q8R5B6	Q7SYN4	Q6ZTQ3	Q9BXW6	Q9WTY9		Q9QXE4	Q9BXY0	P35915	P35072		Q96JG6	P21328							
Q64632	A4QN59	P15289	Q9UHC9	Q5U3H2		P21328	A7YW98	P36972	Q5RFL7		Q14146	P51166							
Q8WXI9	Q5R6F6	Q5RFA0	Q8BW74	Q86TL2		Q9Y4D8	Q08DF7	Q5ZLQ4	P20456		Q8R0S2	Q6P963							
Q7Z3G6	Q0IHI1		Q6V595	Q5RFW2		Q8C172		Q9EQT3	Q6NXN4		Q9CZW4	Q9I8F9							
Q86Y82	Q5ZJH7		Q7TNK0	Q28BZ2		A2A6A1		Q9M2U3	Q5J316		Q14558	Q8AW42							
P20595	A6QLP2		Q5U3Q6	P01648		Q15057		Q12797	Q98982		P22304	Q8C5H1							
B1WBU4	P13619		Q7RTR2	P04323		O42184		O95544	Q60803		Q6GPD0	O57656							
O77735	Q9GM70		P0A962	Q6MFZ5		Q9NVH0		E9QAG8	P80457		Q9BXS9	P63074							
Q9Y618	A1IGX5		Q96EQ9	Q6XXM7		Q28GD5		Q09YI1	Q96G97		P30416	Q6NYT1							
Q5RED5	Q14493		Q64487	P00749		F1R5H6		Q7SXP2	P83941		Q92551	Q9D0F6							
Q0QF01	Q5U3N7		A2CEM9	Q9QZM5		Q99755		A2AN08	P06350		Q6PHG2	Q6P1E1							
Q32KY3	Q3SZJ2		Q98925	Q8BHN5		P39038		Q922H2	P27986		A0A0R4IXF6	O70228							
Q99490	P61589		P43155	O15066		P55781		Q5RA23	Q6PAM1		Q9Y2L1	Q3UV70							
Q9JL26	Q1LWH4		Q99L43	Q9CQ69		Q5RAM2		Q921H8	Q3ZBP8		Q9Z222	Q15785							
Q32NM7	Q7LHG5		Q5FVI9	Q62158		Q6GNY8		Q9D666	P08520		A6H7I8	Q6VYA3							
Q767K6	P16290		P0C605	Q8K339		Q9Z1L0		Q6R1L1	O88803		Q6R2W3	Q5BL33							
A6QLI0	Q7Z4N2		P85857	F1QQC3		F1Q8W0		P01128	Q1LYL8		Q15366	F1QDI9							
P04323	Q8N5B7		Q8JFV4	Q5FVB2		Q91836		Q9DBH5	P49136		Q5RGJ5	Q7SZP2							
P55041	Q2KIP8		Q13469	O42146		Q6R2W3		Q9UPV9	A0ZSK3		Q5R7S4	Q9NY97							
E7F021	Q9BZW4		Q9H5J0	P62958		O36015		Q13772	Q7LHG5		Q8N4F7	P37287							
Q99L43	Q9H1A3		P05106	Q5REG4		Q9NZN5		O70546	Q9PUE4		Q16254	P84104							
P47971	O88576		P21328	Q9BYV9		Q9H1K0		P15822	O35344		Q96RR1	F1LNJ2							
P12027	B0BLT0		Q0VA82	Q8TAC2		Q9UKE5		O35738	Q9XWV2		Q969X5	Q4R319							
Q9R097	Q8BJU2		P28562	P00517		Q6DFR5		Q9UPY8	Q7RTR2		Q5R652	Q3SWZ4							
Q6GPD0	Q9NY93		Q08DP6	O75845		Q7T3Q2		P37234	Q70UQ0		Q8BL03	Q6DBX1							
Q52KB5	Q08CX1		Q6DRP4	Q9HCI6		Q8K2W6		Q14765	P21328		Q86UA1	P16423							
P35408	Q1XHU0		A4IJ21	Q6EKJ0		P59024		Q9BRI3	P59384		Q9D7M8	Q02040							
Q6DTY7	Q92667		Q562C6	Q8TEP8		Q5HY92		O95628	P51596		O35685	Q6DI06							
Q8K174	P61227		Q9BTC0	O43639		Q6AZ28		Q6P3R8	P80856		Q5PQR3	Q9BRS2							
P00514	Q805F9		P85299	O73775		Q6DFW4		Q11005	A2A432		Q8BMN4	A4IG62							
Q0VGK4	Q9BTV4		Q16589	Q6ZMW2		Q8AWD1		Q68FH0	Q9Z1K9		A2RV29	Q1LWL2							
A2RUV0	Q5PQQ4		Q8HYN7	Q5R6J7		Q8CI04		Q9EQV8	Q8BH27		Q6TNU3	Q08DD7							
P20825	Q2KIY1		Q9Y223	D3ZBP4		Q8R481		Q12893	Q5PQJ7		Q6DHU1	O95453							
Q9Y239	Q5U4F4		Q9Z1A9	Q9W7E7		Q2KN94		Q7SY52	Q9JM96		O46606	Q90ZE2							
Q7T326	Q7SYK0		Q70J99	Q6P6G5		Q9CR26		A2BIE7	P57709		Q9HCE9	Q9HCG7							
Q91453	Q4R8T9		Q9UPX0	Q6PBU7		Q9NU22		Q5RA22	P36894		Q9NQ55	Q9JMH9							
Q13029	O00743		Q96RK4	Q5R9K1		Q03164		Q9H9E3	P00125		Q566Y1	Q8BGA5							
Q6PCF9	B5X3I1		Q9BZF9	Q6DGX3		Q9VKD3		Q5HZH2	E7F240		A1A5Z0	Q6DJ06							
Q8CHP0	P53996		Q922D4	Q9H9V4		Q66HG5		P22670	Q9QZK8		Q8BWW4	A6NK06							
Q99PE9	F1QPC3		Q5R8M1	Q96LD4		Q8VHQ7		Q91009	Q5M823		Q6AX59	Q5EA41							
Q63HQ0	Q80VA5		A0JMH0	P48055		Q9JIH7		Q9QYB5	P20060		Q99PW8	Q5BP74							
Q7ZUV1	P19878		P61132	O97817		Q14155		A0A0R4IKJ1	Q8C0J6		P10999	Q9CX53							
B0BNL6	P10790		O43313	Q499E5		Q6E2N3		A3KP37	Q3MHL4		Q5ZKJ5	F1QCV2							
B2RU80	Q5XG48		Q9Y2P8	Q14135		Q5M824		Q503I8	Q7ZYC4		Q5TYQ3	P35249							
E3TDS3	P39429		O00060	Q9IA79		P38409		O95613	Q91453		Q13485	Q04913							
Q9HBL0	Q4VBV9		Q96LT4	Q5ZMS4		Q8C8N2		Q08DP0	Q8IZK6		A0A0R4IQZ2	Q6ZVH7							
P10394	P32320		Q64455	P20718		P47989		Q7LHG5	Q7RTR2		Q5U2V5	E7EZG2							
Q5U3W3	P52907		Q14587	Q32LQ6		Q05519		Q8N7P7	Q99KH8		Q6P4Q7	Q99N02							
Q3SZJ5	P70404		Q9Z1S3	Q8BZB3		Q9WUF3		Q9D684	Q6EKJ0		Q8BZQ7	P84096							
Q29RA3	Q66I24		Q2HJ61	O13008		P61078		Q61749	Q3MQ24		P14708	Q99NF1							
P04323	P0CT39		Q9BXB5	Q13822		A5WUN7		Q96QE2	Q6NY73		Q6JV22	P18861							
P21328	Q32PJ8		Q5IS37	Q5M775		A2VCZ5		Q0VF96	Q64428		P23253	Q6DEJ6							
Q5PQQ7	Q5M7N9		O88335	Q98862		G3V893		Q19KA1	P62744		Q4VBT2	P62315							
Q5U3S7	A2BFP5		A4IF98	P35408		P04323		Q8BMJ7	Q11204		Q8TBP0	Q92870							
Q3ULM0	P12246		Q6T4R5	P04323		Q1LW89		Q9JII7	B5XB27		Q92828	Q9MZE0							
Q6JHU9	Q6NW29		Q7RTR2	Q8NG68		Q9QXJ1		G3XA57	P04323		Q01433	Q6DH02							
Q3ZBP3	P17785		P41233	P32017		P48679		O14975	Q8C0E3		Q10471	Q9NW08							
Q68DE3	Q6NV34		Q923S8	O95279		Q7RTR2		A0PJP4	Q9D7X1		Q6IQE9	Q28BQ6							
B2RX14	Q9BUV8		Q8C784	Q09004		P49638		Q9UF56	Q80UG5		Q1JPY5	Q8WW22							
Q9Y662	Q9DBM0		Q1LV46	Q2HJG5		Q14161		Q6NVC9	Q8VCL5		Q96RE7	Q8HXH0							
Q5ZJX4	D3ZTX0		Q12860	Q96C34		Q8TF17		P97888	Q7RTR2		Q9JJL8	Q6PEI7							
Q1RLX4	Q9NUX5		Q9IBG7	Q4V8X0		Q2TBH9		A1X158	Q6DHI1		Q9UKF6	Q05910							
Q9NY47	Q8MJG1		A5D8S8	P70178		E7FAG6		Q9UPZ3	Q95460		Q9ESG9	O43543							
A2RUV4	Q502B0		Q7ZXW9	A2VDL9		Q9D9G3		Q5VZ18	O95208		P83829	Q9NQZ5							
P10394	P13437		Q78EA7	O15405		Q9NU02		Q52I78	B5X3W7		Q8TB45	Q65AC2							
Q90W33	Q6GQN0		Q11212	Q9H4A6		F1RD40		Q5BL31	Q6NXR0		Q8VHS6	A7MCB7							
Q6DEY3	Q9NS23		Q7RTR2	Q9WUS4		Q14151		Q8NF64	Q13884		Q52LJ0	Q8VD72							
P17036	Q9NY61		Q9N0Z4	A2AJ77		Q5THJ4		Q7T2F6	Q71U00		Q05469	Q8BK64							
Q8VE33	P53453		Q6ZMP0	P18725		Q7TT28		Q8BWA8	Q9D9N8		P10588	O70378							
Q9P267	Q5R589		P48755	Q9D236		Q8BGU5		A1L1P9	Q5RFP3		O75832	Q8TEV9							
Q8BLA1	Q70KF4		Q13093	Q6GQC1		Q96SB4		A7MBP4	Q9H5L6		Q25060	Q63871							
Q86VS8	Q1ECW7		P34926	Q3T904		Q28824		Q8BKD6	P00745		P16617	O08691							
Q7RTR2	Q17QM8		B0BM24	Q5F2N2		Q6V9H4		Q96T37	Q5R563		Q7ZVU1	P33076							
Q9Y2B5	P62271		Q3KPR5	Q6DG32		A1A5X2		Q80XI1	P04062		Q9D3E6	P79335							
B8JLQ9	Q9D305		Q9UN37	Q25060		P42336		Q5W041	A5PKG7		Q9Y619	Q6NZ09							
P48303	Q58EM4		Q3UHC7	P20647		Q4S6U8		Q7SXP4	Q9P2E5		O94955	A2AJN7							
Q5FYB1	Q6NWE0		Q6R5N8	P54727		Q7TQ95		Q96FA3	Q7L3T8		B0JZP3	Q3SZJ4							
Q503V1	Q9NBX4		P30530	Q98993		G3X9J0		Q12923	A5PN09		A0JN53	Q5T0B9							
Q640N1	P14373		Q91453	P51884		Q92753		Q9P1V8	Q5R7F7		Q96B26	Q32LQ3							
Q7RTR2	P61155		Q9D394	Q8N6U8		Q9ULX6		Q14678	Q96DA2		B0S8I0	Q502L2							
Q9P215	Q32L67		Q588U8	Q8VI36		Q6EDY6		Q8R066	Q7RTR2		Q7T2P6	E7FH11							
Q9UHF1	Q7ZX15		Q5DRB2	Q6DHH7		Q9DBR7		Q9Y4G8	P04323		A1YF22	Q863I2							
P55347	Q90YV0		Q9H2G2	Q7LHG5		Q9NBX4		O43861	Q6NZW8		Q1RLY6	P55265							
O73715	Q02372		Q9DGE1	Q9CX60		O95832		P53353	Q6P0U0		Q49AM1	O95619							
Q14168	Q5RFH0		Q8BSS9	P48960		Q8BR93		Q99PI5	P84239		A8WE67	Q5ZKG5							
Q8VHQ9	Q9Y6G5		A1A5Q5	Q8TBZ3		O95271		Q8VBX1	P29773		Q5R8H5	Q9BSF4							
Q9DAJ5	Q91280		Q684P5	Q99P30		Q8N6S4		O95948	J7FQE8		A2AJ77	Q6IRA8							
Q9Y490	Q8K2A8		O88452	P01898		Q800K6		P52786	Q9ER04		P48722	P09960							
Q7T3S5	O08836		O95983	Q8CFH6		P70227		P52756	Q6RY07		Q91V92	P21328							
Q86UR5	Q149F1		P30436	Q2EI20		P21894		B5TVM2	Q07973		Q6P6B7	Q90ZY4							
Q8BLV3	Q6AXS4		Q8TAQ2	Q9CPY6		Q561Y0		Q9P215	Q98925		Q3T099	Q7T381							
A2AJ88	Q8VDB2		Q6UX15	Q567E6		Q0D2E8		Q64151	O60443		B5XE27	Q3ZBL5							
Q924I2	Q9TSM5		Q3V3Z3	Q6AZB8		P11177		Q6PJ21	Q9NBX4		Q7T2D1	Q5R5C9							
Q5BIW4	Q60437		A5PJM7	P14222		Q6YGZ5		Q13485	Q642H3		O14841	O94826							
P32198	Q17QV3		Q9UM47	Q3V1H9		Q0VA45		Q9BTT6	Q6NXR0		F1R2X6	P14381							
Q13905	Q9D8B4		Q3U288	P12259		Q5R4G2		Q8UVK2	Q9H4G4		Q9D8F1	Q8C7K6							
Q67FY3	O43772		Q9GKY7	A7YY97		Q8TB61		Q8BFU3	P97371		P38718	Q0IIK5							
Q13639	Q8AXL1		A8T6P4	Q7SY29		Q3U0J8		Q03468	Q5RD09		A0A1L8EXB5	Q01415							
O02667	P32037		Q4KMK0	P02264		Q5BLD8		Q9XSC3	Q14656		P14381	Q5M969							
Q7ZWF4	P0C7U4		Q803X0	P0C1T0		A6NDV4		Q66I21	Q9ULG1		Q9GLP1	Q28BP2							
Q76KB1	Q9NXL2		P0CF74	Q15438		Q8IXF0		Q5R9H4	Q8R3E3		Q49A33	P08911							
Q80Z30	Q2M3R5		Q9JHX4	D3ZF42		Q56I99		Q3TTA7	O35643		Q5T200	P56101							
Q8BUL6	A1L243		Q3SWY8	O08759		F1RE08		Q9DA08	P63081		Q6GQ69	A6LHV2							
Q3U3N6	P42232		Q90805	Q9H0R3		P51112		Q32PI9	P0C8S0		Q0IIH4	O75694							
P34743	Q6DG38		P05106	P02589		Q1LVF0		Q498L0	O95260		P27677	Q6PL18							
Q9NY97	Q9QUR2		Q2KIK0	Q2KJH6		Q96DM1		Q13145	Q9JM96		Q13569	Q14164							
Q3KQ77	Q9UNW1		Q8JGW0	Q1XHU0		P39880		Q8BTN6	Q7L7X3		Q17QJ7	Q91437							
Q5TYP4	P54921		A0A1W2PQ73	Q803X1		Q7ZUW7		Q5R839	O13066		P59723	Q9EP80							
Q9BQI4	Q8JFB7		Q9NQA5	P52292		Q5ZI04		O57521	P51915		Q9Y375	B2KI79							
Q922M5	Q14258		P0DTE5	Q8N3A8		Q566C7		Q9D0T2	P16675		Q6GQJ7	Q08AY9							
Q86SR1	Q9UHN1		F1QG30	Q7YRQ8		Q7RTR2		Q96FB5	Q8VC16		P61258	P20664							
Q07120	Q3MHQ0		O00370	Q06831		Q2QGD7		Q1L8L6	Q5EAE3		Q4VBW0	Q6P0I8							
P24399	Q4RSM6		P04323	Q8C142		Q9HAU0		Q63416	O00232		Q7T316	Q6DHN0							
Q60611	Q4V908		Q95SX7	Q9UHG0		Q7TMP6		Q02290	Q5R5U3		P14866	Q8JHE9							
Q9WUK7	O15182			Q92537		P20912		Q5HY64	P86810		Q8C2E4	Q9YGS0							
O15066	Q09139			Q91ZX6		Q1LWL6		O70142	Q96I34		Q96M96	A6QPU5							
P97366	P61155			O08893		Q9BQ70		Q9DDD5	P04323		P51162	Q5ZJW4							
Q9UGI0	B3F209			Q6AXS8		Q6PB44		A3KGS3	P09244		Q1RMV0	Q9QZQ1							
Q7RTR2	Q6PBT7			A0JMF6		Q25008		Q8IWW6	Q6YC49		Q6DDT5	Q6DH26							
G4SLH0	Q5R4M1			Q8BIA3		Q96II8		O73875	Q7LHG5		P48375	Q9UBI4							
P41984	Q6NVF4			Q7RTR2		Q8C996		Q6ZQB6	F1QUP1		A4IG42	Q14142							
Q66L49	Q96DM3			Q9Y5X5		O95772		B2GUE2	P0CK98		Q9BW66	Q92838							
Q9R0D8	Q0VBU9			Q6PFT9		Q91VE0		P58268	Q9BYV1		Q95SX7	Q91XM9							
P58069	O43715			P13707		Q7T321		P84611	Q8VD66		Q6AZB8	Q15738							
Q9YGL9	A1L1F1			Q6NS52		P35072		Q08BM8	Q7ZV00		Q8R059	Q9D1E6							
Q7T3I0	P51915			A7Y2W8		Q08209		Q6R2W3	Q8I7P9		Q8BXA0	Q5W0U4							
Q5REE3	Q9W719			Q6MFZ5		Q5VT52		P06350	Q91453		P14381	Q9H490							
O35253	A4IGC3			Q9PT92		Q5XUX1		Q2TBT8	Q58EJ9		P30825	Q63355							
Q9ESJ1	Q9Y5S8			Q9I3S3		Q91YN5		A2TJ54	O54909		Q9DA39	P46418							
Q9TTK0	Q9D0D4			P82987		O60733		P54855	O88455		A7RZW4	Q2TBX0							
Q5REG4	Q9BWJ5			Q96I24		Q5R9Y6		Q2TBW7	P06682		Q9NBX4	O88736							
Q5VT25	Q1LYG0			Q08BU8		Q8CHI8		Q9UJW8	Q7ZXP0		Q8BMI3	Q5R4W3							
Q2M1Z3	Q0P6D2			Q4V786		Q802W4		Q91012	Q5M8V2		Q6DGP7	Q90W95							
Q9Y2H9	Q8TBN0			Q96PS8		Q5RA75		Q06547	Q9DGD9		Q6DGZ1	Q66HT8							
Q5R9C2	Q8I034			P28173		Q802R9		Q6P2H3	P52429		Q9Z1W9	Q66I14							
Q7L7V1	Q5ZKH0			Q8N448		Q15569		Q3U269	Q2KJ16		P04323	Q8VCS6							
Q9TSX9	Q0P4D1			E9Q634		Q9Y4K1		Q99PP9	Q6ZS17		Q6DGQ0	Q2YDF1							
P97449	Q58DS9			Q16690		Q7RTS1		O15014	B1H2T2		E7F8F4	F1M3J4							
Q6XQG9	P61959			A5PKL1		Q96MC6		Q0VC91	Q5R8Z6		Q8R3K3	Q7T346							
A2AAJ9	Q9Y4C8			Q1XHU0		P10394		P62870	Q96QV1		Q8STF0	Q13356							
Q8AV61	Q567X1					Q8BN58		A1A5F2	Q7RTR2		Q64343	P49069							
P11246	Q9P2W9					Q4VV71		Q14162	Q9UIC8		A8DZE7	Q0IIF7							
A0JMF6	Q568F6					P48454		Q5DTN8	Q80WN8		Q1RM55	P46093							
O15550	P84089					Q6ZS30		Q5RJW5	Q8SQ21		Q5R6R7	Q6DRL4							
Q7T346	Q641G7					Q7ZVQ8		Q6P0H7	Q0MQA6		D3ZKX9	P61222							
O35385	Q6P964					Q5TKR9		Q8K4Q7	Q14562		A2RRU1	Q640I9							
Q05910	Q8BTE0					A4QN56		Q8WXE0	Q96LR5		Q9D1G2	Q8R332							
Q5EXX3	Q80V03					Q13443		P70062	O35405		Q9JJ59	F1QVR8							
P46896	Q91487					Q5ZI74		F1QB54	Q9DBG9		Q6DTM3	Q5U3S1							
Q32L27	P55094					Q86UP8		P27487	Q8JIY1		A8WGF4	P47237							
P97785	P48552					Q29238		Q9R1D7	Q8IZD4		Q96GQ5	Q7Z4H8							
Q91572	Q6PH37					A2BH40		G3V9D0	Q90744		P15988	Q2KI79							
Q15751	Q6TGS6					O97676		B2ZFP3	P14380		Q9GKI7	Q9Z205							
Q460N5	Q9PWD3					Q8CG70		O94988	Q9DCM0		Q9I8F9	Q95KE5							
O76050	Q7T3H9					P51532		O89016	Q62622		B5DGM4	Q7ZUW2							
Q7Z3G6	Q8QZX5					B2RYG6		P46152	Q2YDL1		Q7RTR2	Q66HX0							
A2ASS6	P61208					Q96Q15		Q5THJ4	Q53G44		Q90670	Q6IMX7							
A3KPW9	Q92954					Q1LU99		Q9ESW8	Q5R4G6		Q13526	P61087							
O43903	Q460N5					Q96N46		Q8BHL3	P16884		Q05B89	Q2TBS2							
Q8IVF5	P08567					O95995		Q96PE2	P11273		Q5R8I8	O94761							
P20689	Q62651					Q6P7W2		Q6NYT3	Q91VC9		O13066	Q3T0J1							
Q2M2I3	Q5R4U9					Q58CN8		Q6DFV8	P22451		O43741	B5X0W9							
Q8I7P9	P13701					Q91453		E9QAG8	P97314		Q8BGV0	Q5ZJK8							
Q62158	P0CT40					Q7SZI5		Q1LXC9	A1A600		O35130	Q1W674							
A0A1B0GVH6	Q5JVG2					P35294		Q8VI51	O08841		Q6P5I8	Q91Z46							
Q7ZUV2	Q9CXI0					P35072		Q4LE39	A4QNZ7		Q66HA4	P52815							
O08966	E9PZM4					Q4U0S5		Q28824	Q29449		Q9JI38	Q568N4							
Q5RDF9	Q8IW92					O60763		A1L2F6	Q94650		Q9ER38	P62334							
Q5MNZ9	P29693					Q5M7P5		Q14135	Q8K2L8		Q5ZLV2	P19091							
Q5E9B6	P62255					Q08CH3		A5WW08	Q12458		Q6ICG6	Q9Y2W6							
Q6AZD1	Q9P0U3					P85037		E2QWQ2	Q8WUM4		Q5XJS5	Q9Z2N8							
P04323	Q6TGW5					Q9WU03		O94941	Q7ZWJ3		O14802	Q7ZW16							
Q1KL11	O75460					P37285		E9Q7E2	Q5PQ35		Q9Z1Q9	Q96CM3							
A3KQI3	Q15466					Q5R7Q3		Q9NUV9	Q6P2A1		Q567X1	O95620							
P15924	Q6ZMW2					Q9TTQ9		Q7YRC1	Q91YX5		B0CLX4	Q9UPR3							
Q5T9L3	B8JMH0					F1RDM5		Q8IWK6	Q8BZI6		E7F3I6	Q96RF0							
P63329	Q92974					A4D0S4		Q99963	Q2PQH8		Q9UBV7	Q5RHQ8							
Q96JC4	A1L2T6					Q6PB75		Q8N5D0	A2VDS1		Q01134	Q9PTS2							
Q14119	Q7ZVP1					Q6PH19		Q27409	A8DZH4		Q8K4Q6	Q8TEQ8							
P50591	Q5U379					Q6R8J2		Q6Y290	O77808		Q6P8M1	Q99PG2							
Q9D4C5	Q5S6T3					Q80ZD1		P69045	P63102		Q90WG2	P25979							
Q5QJ74	Q8VD00					P21328		Q7TPL3	P28497		Q6DC93	A8YPR9							
Q5SNQ7	P26041					Q8WU58		B9EJ80	Q02338		Q9XSC9	O55128							
