ABLG,AlternateID.s.,CommonName,Phylum,Class,Order,Family,Genus,SpeciesName,Authority,DonatingLab,Collector.ind.,CollectionDate,CruiseID,HaulID,StationID,Equipment.Gear,Locality,Region,StartLatitudeDD,StartLongitudeDD,EndLatitudeDD,EndLongitudeDD,Depth.m.,Temp.degC.,Habitat,Length.mm.,Weight.g.,Age.yrs.,Sex,IdentifiedBy,ReceivedAs,OriginalPreservation,SpecimenLocation,SpecimenPreservation,TissueLocation,TissuePreservation,DNAextracted,ExtractionDate,ExtractionPlate,ExtractionWell,X.DNA.ng.ul,ExtractionVolume.ul.,DNAng,ExtractionGel,DNAquality,DNAlocation,Remaining.DNA.ng.ul,RemainingVolume.ul.,RemainingDNAng,Method,PrepDate,SeqPlateName,i5barcode,i7barcode,MiseqDate,MiseqRawDataLocation,NovaseqDate,NovaseqRawDataLocation,BioProject,BioSampleAccession,Publication.s.
10781,PCOD16w_0066,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10782,PCOD16w_0067,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10783,PCOD16w_0068,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10784,PCOD16w_0069,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10785,PCOD16w_0070,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10786,PCOD16w_0071,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10787,PCOD16w_0072,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10788,PCOD16w_0073,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10789,PCOD16w_0074,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10790,PCOD16w_0075,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10791,PCOD16w_0076,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10792,PCOD16w_0077,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10793,PCOD16w_0078,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10794,PCOD16w_0079,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10795,PCOD16w_0080,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10796,PCOD16w_0081,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10797,PCOD16w_0082,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10798,PCOD16w_0083,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10799,PCOD16w_0084,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10800,PCOD16w_0085,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10801,PCOD16w_0086,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10802,PCOD16w_0087,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10803,PCOD16w_0088,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10804,PCOD16w_0089,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10805,PCOD16w_0090,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10806,PCOD16w_0091,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10807,PCOD16w_0092,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10808,PCOD16w_0093,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10809,PCOD16w_0094,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10810,PCOD16w_0095,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10811,PCOD16w_0096,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10812,PCOD16w_0097,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10813,PCOD16w_0098,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10814,PCOD16w_0099,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10815,PCOD16w_0100,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,,5/9/2017,,,,,Zhemchug,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,no,,n/a,n/a,,NA,,,,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10816,PCOD16S_0601,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,E08,4.526,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10817,PCOD16S_0602,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,F08,0.727,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10818,PCOD16S_0603,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,G08,3.184,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10819,PCOD16S_0604,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,H08,4.751,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10820,PCOD16S_0605,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,A09,12.851,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10821,PCOD16S_0606,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,B09,28.152,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10822,PCOD16S_0607,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,C09,2.793,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10823,PCOD16S_0608,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,D09,14.425,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10824,PCOD16S_0609,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,E09,15.867,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10825,PCOD16S_0610,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,F09,12.567,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10826,PCOD16S_0611,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,G09,8.189,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10827,PCOD16S_0612,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,H09,50.393,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10828,PCOD16S_0613,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,A10,44.869,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10829,PCOD16S_0614,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,B10,<0.000,NA,,,No HMW bands and no smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10830,PCOD16S_0615,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,C10,<0.000,NA,,,No HMW bands and no smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10831,PCOD16S_0616,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,D10,<0.000,NA,,,No HMW bands and no smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10832,PCOD16S_0617,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,E10,19.423,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10833,PCOD16S_0618,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,F10,8.506,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10834,PCOD16S_0619,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,G10,18.371,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10835,PCOD16S_0620,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,H10,18.796,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10836,PCOD16S_0621,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,A11,11.627,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10837,PCOD16S_0622,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,B11,2.999,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10838,PCOD16S_0623,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,C11,<0.000,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10839,PCOD16S_0624,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,D11,6.494,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10840,PCOD16S_0625,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,E11,1.111,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10841,PCOD16S_0626,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,F11,<0.000,NA,,,No HMW bands and no smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10842,PCOD16S_0627,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,G11,3.262,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10843,PCOD16S_0628,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,H11,3.909,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10844,PCOD16S_0630,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,B12,6.952,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10845,PCOD16S_0631,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,C12,8.739,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10846,PCOD16S_0632,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,D12,7.953,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10847,PCOD16S_0633,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,E12,2.305,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10848,PCOD16S_0634,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,F12,0.849,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10849,PCOD16S_0635,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0021,G12,20.211,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
10850,PCOD16S_0636,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,,,Elliot Hammond,"April 10-13, 2017",F/V Ocean Prowler,,,,Pribilof,Bering Sea,,,,,,,,,,,,,tissue,EtOH,,,NA,,yes,5/18/2022,DNA0022,A01,12.783,NA,,,HMW bands and smearing,NA,NA,NA,NA,,,,,,,NA,NA,NA,NA,NA,NA
