ABLG,AlternateID.s.,CommonName,Phylum,Class,Order,Family,Genus,SpeciesName,Authority,DonatingLab,Collector.ind.,CollectionDate,CruiseID,HaulID,StationID,Equipment.Gear,Locality,Region,StartLatitudeDD,StartLongitudeDD,EndLatitudeDD,EndLongitudeDD,Depth.m.,Temp.degC.,Habitat,Length.mm.,Weight.g.,Age.yrs.,Sex,IdentifiedBy,ReceivedAs,OriginalPreservation,SpecimenLocation,SpecimenPreservation,TissueLocation,TissuePreservation,DNAextracted,ExtractionDate,ExtractionPlate,ExtractionWell,X.DNA.ng.ul,ExtractionVolume.ul.,DNAng,ExtractionGel,DNAquality,DNAlocation,Remaining.DNA.ng.ul,RemainingVolume.ul.,RemainingDNAng,Method,PrepDate,SeqPlateName,i5barcode,i7barcode,MiseqDate,MiseqRawDataLocation,NovaseqDate,NovaseqRawDataLocation,BioProject,BioSampleAccession,Publication.s.
2301,PCod2004_HcteSt_16,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,G08,83.91,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2302,PCod2004_HcteSt_17,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,H08,118.99,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N508,N702,,NA,NA,NA,NA,NA,NA
2303,PCod2004_HcteSt_18,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,A09,65.2,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2304,PCod2004_HcteSt_19,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,B09,206.02,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N513,N718,,NA,NA,NA,NA,NA,NA
2305,PCod2004_HcteSt_20,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,C09,171.65,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N513,N718,,NA,NA,NA,NA,NA,NA
2306,PCod2004_HcteSt_21,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,D09,197.15,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N515,N721,,NA,NA,NA,NA,NA,NA
2307,PCod2004_HcteSt_22,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,E09,102.88,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2308,PCod2004_HcteSt_23,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,F09,164.24,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N504,N701,,NA,NA,NA,NA,NA,NA
2309,PCod2004_HcteSt_24,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,G09,108,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N508,N703,,NA,NA,NA,NA,NA,NA
2310,PCod2004_HcteSt_25,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,H09,96.6,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N521,N721,,NA,NA,NA,NA,NA,NA
2311,PCod2004_HcteSt_26,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,A10,46.48,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2312,PCod2004_HcteSt_27,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,B10,113.69,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N520,N720,,NA,NA,NA,NA,NA,NA
2313,PCod2004_HcteSt_28,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,C10,79.33,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2314,PCod2004_HcteSt_29,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,D10,113.72,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N502,N712,,NA,NA,NA,NA,NA,NA
2315,PCod2004_HcteSt_30,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,E10,84.64,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2316,PCod2004_HcteSt_31,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,F10,99.39,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2317,PCod2004_HcteSt_32,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,G10,144.12,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N510,N721,,NA,NA,NA,NA,NA,NA
2318,PCod2004_HcteSt_33,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,H10,94.8,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N515,N718,,NA,NA,NA,NA,NA,NA
2319,PCod2004_HcteSt_34,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,A11,64.6,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2320,PCod2004_HcteSt_35,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,B11,56.66,200,,yes,no HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2321,PCod2004_HcteSt_36,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,C11,64.01,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2322,PCod2004_HcteSt_37,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,D11,211.8,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N508,N711,,NA,NA,NA,NA,NA,NA
2323,PCod2004_HcteSt_38,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,E11,22.62,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2324,PCod2004_HcteSt_39,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,F11,36.85,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2325,PCod2004_HcteSt_40,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,G11,107.37,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2326,PCod2004_HcteSt_41,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,H11,44.13,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2327,PCod2004_HcteSt_42,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,A12,70.55,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2328,PCod2004_HcteSt_43,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,B12,58.72,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2329,PCod2004_HcteSt_44,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,C12,48.49,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2330,PCod2004_HcteSt_45,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,D12,108.25,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2331,PCod2004_HcteSt_46,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,E12,167.85,200,,yes,HMW bands and smearing,NA,NA,NA,NA,lcWGS,,,N502,N703,,NA,NA,NA,NA,NA,NA
2332,PCod2004_HcteSt_47,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,F12,73,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2333,PCod2004_HcteSt_48,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,3/23/04-3/26/04,,CSG0083,,,Hecate Strait,eGOA,,,,,,,,,,,,,,,,,NA,,,,PCod2016_2004_07,G12,82.26,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2334,PCod2018_KOD_25,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,A01,29.69,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N516,N722,,NA,NA,NA,NA,NA,NA
2335,PCod2018_KOD_26,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,B01,98.09,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N501,N703,,NA,NA,NA,NA,NA,NA
2336,PCod2018_KOD_27,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,C01,113.23,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N508,N704,,NA,NA,NA,NA,NA,NA
2337,PCod2018_KOD_28,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,D01,23.8,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N517,N718,,NA,NA,NA,NA,NA,NA
2338,PCod2018_KOD_29,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,E01,24.43,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N505,N710,,NA,NA,NA,NA,NA,NA
2339,PCod2018_KOD_30,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,F01,18.1,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N505,N704,,NA,NA,NA,NA,NA,NA
2340,PCod2018_KOD_31,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,G01,20.8,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N510,N723,,NA,NA,NA,NA,NA,NA
2341,PCod2018_KOD_32,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,H01,48.32,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N517,N722,,NA,NA,NA,NA,NA,NA
2342,PCod2018_KOD_33,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,A02,21.53,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N504,N704,,NA,NA,NA,NA,NA,NA
2343,PCod2018_KOD_34,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,B02,42.84,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N517,N722,,NA,NA,NA,NA,NA,NA
2344,PCod2018_KOD_35,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,C02,15.55,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N511,N722,,NA,NA,NA,NA,NA,NA
2345,PCod2018_KOD_36,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,D02,27.2,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N501,N705,,NA,NA,NA,NA,NA,NA
2346,PCod2018_KOD_37,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,E02,21.2,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N515,N722,,NA,NA,NA,NA,NA,NA
2347,PCod2018_KOD_38,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,F02,14.05,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N501,N706,,NA,NA,NA,NA,NA,NA
2348,PCod2018_KOD_39,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,G02,16.14,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N511,N722,,NA,NA,NA,NA,NA,NA
2349,PCod2018_KOD_40,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,H02,7.55,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,4/19/2021,,N521,N726,,NA,NA,NA,NA,NA,NA
2350,PCod2018_KOD_41,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,A03,17.34,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N505,N707,,NA,NA,NA,NA,NA,NA
2351,PCod2018_KOD_42,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,B03,18.31,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N513,N722,,NA,NA,NA,NA,NA,NA
2352,PCod2018_KOD_43,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,C03,12.64,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N501,N704,,NA,NA,NA,NA,NA,NA
2353,PCod2018_KOD_44,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,D03,29.71,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N502,N709,,NA,NA,NA,NA,NA,NA
2354,PCod2018_KOD_45,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,E03,11.43,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N510,N722,,NA,NA,NA,NA,NA,NA
2355,PCod2018_KOD_46,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,F03,59.25,200,,yes,HMW bands and smearing,NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2356,PCod2018_KOD_47,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,G03,89.45,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N506,N712,,NA,NA,NA,NA,NA,NA
2357,PCod2018_KOD_48,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,H03,122.27,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N521,N722,,NA,NA,NA,NA,NA,NA
2358,PCod2018_KOD_49,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,A04,100.7,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,,,N521,N722,,NA,NA,NA,NA,NA,NA
2359,PCod2018_KOD_50,pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2018,,,,,Kodiak,wGOA,,,,,,,,,,,,,,,,,NA,,,,Pcod2018_2020_04,B04,10.34,200,,yes,HMW bands and no smearing,NA,NA,NA,NA,lcWGS,4/19/2021,,N520,N721,,NA,NA,NA,NA,NA,NA
2360,"C200101,C01,Pcod2020_Cook_101",pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2/13/2020,,Old Squaw,,,Cook Inlet,wGOA,"Stat area 515935 - 60%,515908 - 40%",,,,,,,740,5190,,,,,,,,NA,,,,Pcod2018_2020_04,C04,25.87,200,,yes,No HMW bands and no smearing (empty),NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
2361,"C200102,C02,Pcod2020_Cook_102",pacific cod,Chordata,Actinopterygii,Gadiformes,Gadidae,Gadus,Gadus macrocephalus,"(Tilesius, 1810)",Ingrid Spies,,2/13/2020,,Old Squaw,,,Cook Inlet,wGOA,"Stat area 515935 - 60%,515908 - 40%",,,,,,,570,2300,,,,,,,,NA,,,,Pcod2018_2020_04,D04,26.57,200,,yes,No HMW bands and no smearing (empty),NA,NA,NA,NA,not prepped,,,#N/A,#N/A,,NA,NA,NA,NA,NA,NA
