Cold_Downregulated	Cold_Upregulated	Cool_Downregulated	Cool_Upregulated	Warm_Downregulated	Warm_Upregulated
Q28024	Q9CQL5		P0CT39	P14381	Q99N02
A8YXY3	B1AXP6		Q499R0	A3KNS2	Q9Z210
Q9DBB9	Q6TNU3		Q99NI3	P04323	Q62179
Q5ZM39	Q9ERU2		P14381	Q96DA2	P33198
Q3SZE3	A6NJL1		A9JRB3	Q9CZE3	Q7Z6J6
Q9PVW7	A2AJN7		P14381	A1DZY4	Q8BHZ4
P54864	F1RET2		Q96RF0	Q9P2M4	Q0P457
O89013	Q5PQZ3		Q90YT1	Q7Z2Y8	Q5RC31
Q9R182	Q9CQJ1		P41105	A0JN92	P84335
P21328	Q92838		P46530	Q8TER5	P17785
Q2L6L1	Q969X5		Q8R4F1	Q5XII5	Q8TE49
P97428	Q15738		Q8R4F1	Q503N9	A6NKC9
Q6DHC1	Q5U3W1		O57592	O75817	Q9CQ02
O43825	Q3TC93		B5FXU9	O15534	Q07217
O43825	Q7YQM4		Q9M2U3	O96006	A5WWB6
Q5R5F5	O15066		P14381	P14381	Q02241
Q3SZJ2	A6LHV2		Q9D7D7	A0A0U1RQI7	Q7SYK0
Q09YI1	Q8AWD1		P15881	Q5M9H0	P48509
Q9H098	Q6IRQ4		Q8TEQ8	Q12955	Q32P84
P11183	P58006		P80387	Q19KA1	Q3UR85
A1L504	O75487		A2T929	A0A0R4I9Y1	Q9D6M3
Q4V8T0	Q9W719		P27105	A0A0R4I9Y1	Q9HB75
Q9IBG7	Q7SYD9		O55026	A0A0R4I9Y1	Q9DBR7
Q70IA6	Q6PFQ0		Q05586	Q8K3J9	A0JMP0
Q64455	Q9NT68		P30122	P12785	Q0IHP2
Q68Y62	O60488		Q9BYV1	Q6PFQ2	P49946
Q3SZ18	O75832		Q6PGY5	Q9VW26	Q08DQ0
Q99P30	Q7SXN4		O35253	Q5XIH9	Q9NPI8
Q9Y2D0	O88545		Q61120	Q7L7V1	Q8HZK2
Q6V3W6	Q9UBV7		Q8R4K8	Q9W6I9	Q10743
P16301	Q8K310		Q5ZKV8	Q3U3R4	Q7ZTZ2
Q8NCC3	P35072		P58875	Q8N0U8	Q6ZUT9
O18750	Q65AC2		Q5FVI9	A5PKJ4	O09178
Q86UY8	Q96J01		Q640N1	A0A0U1RQI7	Q1LUM3
Q69ZL1	P97855		Q2HJ22	Q8BL48	Q1LW01
A3KPL7	Q8CFI7		B5X186	Q5M843	Q08174
Q5R7J9	Q6DEM5		Q6P0B1	O94844	Q6IR74
Q5ZLQ4	Q9H9B4		Q8IXR9	O35400	Q5BKW7
Q9PT92	Q5U3F2		Q61191	O95466	Q08DY9
Q9PT92	O54947		Q9H1C3	P50237	Q9W7E7
P31646	Q99020		P06350	P00367	Q61239
P46527	Q9D8Y1		B0BN95	Q641F0	Q5EAR5
Q7ZXP0	O08773		Q12860	Q80UG1	P59113
Q5ZKI6	Q6GQK9		P51884	O14802	Q9UL19
Q8AXZ4	A0JMG9		P34743	Q7T346	Q641Z6
P35331	B1H2P5		Q9W7J1	Q91VC9	Q6KEQ9
G3H0N9	Q9Y6H5		Q9UPP2	Q8CFY5	P62489
P07738	Q7ZYC4		Q01814	Q9D666	Q6IR55
Q60943	P82924		Q9D5S7	P30658	P0CT40
O95628	Q96JM2		D3ZPX4	Q12829	A7MD70
A2BEA6	Q66JT7		Q86UP8	P54001	Q6V0I7
Q9PTJ3	Q5E9T8		Q96HH4	Q5R9H4	Q60487
P78509	Q27409		Q32KH8	Q32N90	Q32LE3
P24367	Q07864		A1X158	P84611	Q8IWZ6
Q60529	P79741		Q63170	P06637	P47827
B1A8Z2	Q9D7U6		P39061	Q6PA72	Q9W735
Q9D8N3	Q1XHU0		Q32PV0	Q32KH9	P35072
P48806	Q6J4K2		Q9PTH3	Q9D738	O60716
Q8K0H7	Q5ZII9		Q9HBL0	Q6IRN2	Q92608
Q7ZVE3	Q7ZU99		Q32NH8	Q5F334	Q9Y5I4
Q95SX7	Q8UVV7		Q7ZUP1	Q5R1W5	Q6ZU67
P24456	A3QK16		Q9CSB4	Q925N2	Q29449
P79762	Q9JJ59		P51400	Q6ZRS2	Q4V8E0
Q8K4Q7	Q96G21		Q7Z7G0	Q61985	Q91WR8
Q6IC98	Q5ZLV2		Q8BGC9	Q6DBU1	Q92838
O88450	Q5R9Y6		P04323	Q9DBL7	Q0MW30
Q5E9R0	F1LNJ2		A4IHG1	Q9HCL2	Q15738
Q7TMC8	Q13439		Q95LH1	Q96L42	Q96QF7
Q6AZL2	P48739		F1P065	Q9EQV8	Q8R0W6
Q3UMR0	Q6AYM1		Q90328	Q5R9B3	Q6DER1
Q7Z614	O35654		Q8AVH7	Q08CX5	F1R013
Q642H7	F1N9S8		Q9Y3R5	Q90812	Q9Y5S8
P34949	Q63570		P09651	O17214	Q58EL2
P34926	Q6PA26		Q28DE0	Q6ZN57	P97447
Q4VIT4	P00375		A8WG43	B5KFM4	Q5ZIK2
P56581	Q9D1G2		O73932	Q5U3U0	Q8AXB3
Q96AD5	P22087		Q5RB68	Q8R4F1	P12236
P0C548	A2VDB3		E1C2U2	Q9M2U3	Q9WVJ9
Q9CXD9	Q2TBI6		Q5RA50	Q16589	Q9D6X6
Q9CXD9	O73672		Q13887	Q6NRK3	Q5I0K7
Q8K174	A1YF22		Q8WVM7	Q6AYR6	Q8BFU7
P43351	Q6NXY1		Q93008	Q8BP47	Q9NT68
Q96WV6	Q8TB45		Q6P0V6	O95948	Q98TT6
A3KPN8	Q9BYD1		P49190	Q5BL50	Q00547
Q9BSW2	Q96LD4		Q7Z442	Q9UPW8	Q5SQX6
Q08CD5	P40313		Q9JJ74	P00593	O73742
Q2VQV9	Q1RMQ5		Q32NM7	Q9Z136	P00390
Q9CQV6	Q9Y6R7		Q6GPJ8	O15432	Q6NW76
Q9UBP4	Q3UV70		Q9JI18	O55026	P01648
P52181	Q803M3		Q9P267	Q12923	Q96J01
Q5R881	Q8UVC3		P41738	Q9BYV1	O93390
Q8R034	Q9H553		Q6P0G6	Q61120	Q924A5
A1A5H6	Q5BKX6		Q99JW4	Q96JM2	Q9WVB4
Q86WA8	Q5BJJ8		Q99315	P49796	Q7T2H2
Q6UX06	P46087		Q5ZHW4	Q6BZH1	Q06187
Q07081	A9JSM3		Q9D379	P36406	Q8TAB3
Q14019	Q1JQD2		P59708	Q60668	Q9Z255
Q8R124	Q7SXM7		P13944	O42184	Q9WU08
P09131	P52186		Q66J78	P53353	Q2HZ96
Q6PHF0	Q92104		Q7T163	O08662	Q96H15
P60522	Q9IBD1		Q9NU02	Q5U2P1	B3DFP2
Q8IY22	Q9D0R2		Q15375	A0PJR5	Q7ZYC4
Q8I034	P56399		Q14693	Q5RGJ8	Q66JT7
Q6DHG8	Q5T0B9		Q8VHH7	O18750	Q9D273
Q5IS37	Q5TM59		F7E235	Q02084	Q07864
A5D6V4	P18700		Q9Z191	Q5XG71	Q9D7U6
Q96G97	Q9Z1Q9		P63324	Q9QXL2	O95393
Q3UMB9	Q9YH26		Q9Y5Z4	Q08BN9	O13067
Q9NY28	Q9C0F3		P53450	Q9I920	A3KGZ2
Q9UMZ3	P35031		Q8WYK2	Q6GLY5	F8RKV9
P08069	Q91041		F1QW76	B9EJI9	A1L1V4
Q70IV5	Q7ZTM6		P70600	G3H0N9	A0MSJ1
A2VDZ3	Q6PEI7		Q60996	Q502X0	Q9Z2F7
Q6P606	Q9D361		Q8K0Q5	Q5RFL7	Q0VCW4
O00472	Q6AXU8		Q8R491	Q69ZL1	Q13439
A5WW21	Q6VYA3		P10242	Q7ZT42	Q96AY4
Q62179	Q32S26		Q2VJ60	Q9I8E6	D3YWE6
P33198	Q03385		Q8BLU0	Q07646	Q8VC85
Q9DEY9	B5DGI7		P36201	Q7RTR2	Q03734
Q9UDY8	Q92485		Q07352	Q98SH2	Q9BX84
Q3SZR9	Q2YDS5		Q8BUV3	Q9PUE4	Q4V8E5
Q62703	Q0P424		Q8CGQ8	O96006	Q8VE62
Q5RC31	B9VR26		P0CB74	O15519	P17301
P84335	P35033		O08966	Q9IA95	Q9YHV4
Q12982	Q49A33		A0A0G2L7I0	P35072	Q9CXZ1
Q3T0B7	Q6PEI3		Q5RFW0	O70628	Q96RF0
A6NKC9	P18754		Q9UBI9	Q6PEH9	Q7YRZ7
Q9CQ02	O35484		Q1M199	O95810	P11032
Q6UXK2	Q14117		Q9QYE5	Q8JFB7	Q4RSM6
Q96CD2	B3DIY3		Q9Y2C2	Q3ZBW2	Q80WN8
Q6PD74	P14381		Q9NPB0	F1RD40	Q5XJ54
Q02241	Q5JWR5		Q3TTY0	Q1LUV9	P00375
P48509	Q8BX13		O15066	Q9UBZ9	Q96KG7
Q32P84	Q9P2D0		Q8BK64	Q9CXC9	Q9JKF1
Q9D6M3	O00559		Q0GNC1	O70127	Q64591
P0C548	B5X4H8		C6KFA3	Q9Z1W9	B2DCZ9
Q0IHP2	O73682		P51186	P27487	Q9Y6R7
Q9UPZ3	Q7ZV20		Q6AZB8	Q01081	O73672
Q75V66	E7F8F4		Q63081	P35520	Q6PL18
A1IGX5	E7F5E1		Q2Q0I9	Q9QXV3	Q66I84
O14975	Q6DGL7		P10394	B5X1G3	Q2UY09
P39447	Q4V8U5		Q4R6P7	Q0MQG2	Q5R481
Q9NQX4	P21328		Q03933	Q9R0T3	Q92154
Q8C8M1	Q7TS63		Q1W6H9	Q90328	P40313
Q8AYK6	O35261		Q7T047	Q16236	P0C7U4
Q1LUM3	Q8TE57		Q17R14	Q15118	P40313
Q7LHG5	Q9Y2F5		Q28824	Q503V1	P51693
Q6GMK0	Q9JJ22		Q9Z1E1	Q8WXR4	Q9Y6R7
B1AVH7	O43147		A0A1W2PQ73	Q6UE39	P13944
Q6IR74	P62972		Q8JHH5	Q8CGR7	A6H584
Q9CQE1	P62972		Q14511	Q4R866	Q5M8X6
P15291	A3QK15		Q5T4T1	Q58CU3	P55041
Q503P5	Q148N0		P15822	B0S6T2	P0C152
Q8AYB8	Q5R652		P35031	O60244	Q9H330
Q5REP8	Q9TTU2		Q28362	Q6NSN2	Q6RFZ7
Q8T2K9	Q6UXP7		B5X4H8	Q6NYZ4	Q15021
Q15723	Q63945		Q61003	Q7Z442	P24668
O35710	Q6PDD0		P10790	Q7TQK0	O94817
O75132	P82279		Q6UFZ9	P46735	A9JSM3
Q08DY9	Q9P215		F1QB54	Q460N5	Q1LZ89
Q6AXJ7	P10394		Q56TU0	Q6SA80	Q4V908
Q640B3	Q2HJ88		Q5PQQ7	Q9NBX4	Q64321
Q9W7E7	Q8JGS1		Q6P5W5	Q9YI37	Q92104
Q61239	Q16566		Q801G2	Q90X48	Q9IBD1
Q6PBN5	Q8NI35		F1QIC4	Q9UKA4	P29350
Q9R013	Q9GLP1		A2A884	A4QP31	P00940
B0K020	O76039		P54227	Q8R3T5	P18700
Q9BRQ3	Q7T3E5		P79944	O60673	Q9Z1Q9
P67862	Q8BIH0		Q7Z408	D3Z5L9	Q9YH26
Q2TAZ0	O35900		O95886	Q9JJ80	A0A1W2PQ73
Q9UL19	P36551		P30568	O42097	Q924A2
Q9UL19	Q9HCE9		Q76LL6	Q9I8D1	Q91041
Q641Z6	Q13415		Q1LWL8	Q9NQT8	Q91041
Q8K1P8	Q7RTR2		E7FAM5	Q9NU22	P35033
Q9M571	P0C6B1		Q8CGM1	Q9WUF3	Q5R4U9
Q9C0H6	Q02410		Q9WV71	B2GV24	Q6VYA3
Q6PE25	Q98SJ2		O93484	Q9NZM3	Q60611
P10401	Q6GQD7		A8MVW5	Q9WV59	P41366
P0CT40	Q923G2		Q9ESF4	Q5J316	Q9QZK8
Q9EPZ8	P20397		P40123	Q9Y6A2	Q92485
A4Z943	Q7L775		Q5ZM65	Q9Y6A2	P55097
Q64337	Q8UUG8		P0CT40	P20825	O45734
Q6V0I7	Q05519		A3KPW9	Q9Z191	Q8NFY4
P13420	P43115		Q8BWJ4	B0JZV4	B9VR26
Q60487	O35986		Q91V33	Q5U3U7	B3DK56
Q32LE3	Q7RTR2		Q16842	Q02253	Q6PEI3
Q7ZYZ7	Q6IQU6		O13008	P26990	Q7SY75
P47827	Q92093		P26261	B0DOB5	P20965
P55931	H2MTR9		Q92556	Q5E971	Q9NV58
P35072	Q8IZK6		Q61909	Q6DI51	F1RBN2
Q8JH71	Q8IY81		Q6PHG8	Q61749	Q8AXF4
P18724	Q9Z2N8		Q9JJV9	O57521	Q99575
Q32M78	Q8K2Y7		Q7SVK7	Q7L0Q8	Q3T114
P35072	Q9I9C3		Q68DE3	Q5QT17	P77832
Q02084	Q8BHJ7		A1L259	Q5DU56	Q8WMU5
Q02960	O94826		Q5MD89	Q9CZX5	B3DIY3
P97888	P03934		Q5R6R2	Q8MIR0	E9QG68
Q5DTN8	P03934		Q13946	P97363	Q9D0B5
Q92608	Q29297		Q61245	Q6ZPF3	P14381
Q9WVC5	Q91WV0		P13388	Q8BMJ7	Q8BX13
Q5DRB2	Q5T619		P08217	P15311	Q96IP4
Q9Y5I4	Q6NYT1		Q8BGQ2	O57521	Q8AYG3
A0A2R8RWN9	B9ENE7		Q0P6D2	Q6GLE1	B5XGH3
Q6ZQX7	Q6P3H4		Q5XGE9	P05371	B5X4H8
Q02084	A5WWB0		Q70Z35	O54916	B3DJM5
Q29449	Q5RHX6		O54967	Q9CZD5	Q66JZ4
Q503Y7	Q9UJX5		Q9UJW8	Q1M199	Q9CQK7
Q08CG8	P0C5E3		Q8C419	Q3SZ85	Q5R909
Q8CC35	Q6DGV7		Q86SE5	Q6GQJ7	O73682
Q91WR8	Q9EPU0		Q61602	A4FV45	Q90744
Q15025	Q4FZF3		Q6P5D8	Q9UPY8	E7F5E1
Q0MW30	Q5TZ80		A1A5H8	O60281	Q9GLP1
Q02084	O15067		Q6INX4	Q5TZA3	Q9I9M5
Q9Y255	O94829		A5PMY6	A1L390	P08548
Q96QF7	Q5TYQ3		Q4W1W1	Q6AZB8	Q12816
Q96CX2	F1QRX7		Q99315	Q63081	Q4V8U5
Q5JV73	Q8K3X3		Q8AV61	Q9W790	P21328
Q5ZI49	A5WVX1		Q96AQ8	Q5TYS0	Q9D658
H2LNR5	F1NLH9		Q1LZ95	O43524	Q0VCH8
Q8R0W6	B0BN95		Q8QFX6	Q6R2W3	O35261
Q3SX46	Q8R3S6		Q9P266	P0CT43	Q1LWG4
O75995	Q5RG49		Q8BIA3	Q5RDC3	Q6PB75
Q6GP28	P38024		Q6AY85	Q6R2W3	Q8VHE6
Q7YQK9	Q8I7P9		Q01730	Q5RJA1	A2BGR3
Q9Y5S8	Q08602		Q04906	A0ZSK4	Q568Q0
P97447	Q7SZP2		Q28181	A0A0H3HIJ5	Q71SG7
P00743	Q8IXF9		Q86UP3	Q66J69	Q7ZUC7
Q2I6J0	Q9H633		Q29RV1	P21329	Q6TCH7
Q62936	P10394		Q96I34	Q6EDY6	O00743
Q8AXB3	Q59HJ6		Q9C0A1	P97675	P82279
A2CEM9	F1Q8K0		Q7RTR2	O08712	Q9P215
Q8VEL0	Q969F9		A0ZSK4	A0JMQ0	Q6R2W3
A0JMQ7	Q568L5		Q811A3	Q1LXC9	P21329
P70280	P04323		Q9UM44	A1X158	P10394
P56497	P35249		P30684	P49368	Q9UJ41
Q2NNR5	Q7L3T8		Q5PQN5	O73895	Q16566
Q3U507	G5E8F4		Q9UM44	Q9BRI3	Q9DB50
P30555	Q6PC91		Q00725	Q9Z148	Q8BGR2
Q98TT6	Q8SPH5		B0V1P1	Q1L908	Q6DJ06
Q9QX73	Q7Z4V5		P46896	E2RE76	Q6DC66
Q00547	Q1LXI5		P11678	O43861	P23919
Q08881	Q9UDY8			Q8R0W0	Q5ZQU0
Q17RB8	P11153			Q92005	A1YB07
Q8UUY8	Q56A36			Q08BN9	Q9ES52
O73742	P48507			Q5U1W4	Q4RU86
A7Z035	P15253			F1QB54	Q0VA42
P61255	Q9ER38			Q56TU0	Q1LWV4
Q90788	O70536			Q99551	Q13415
O88452	Q6GPM1			Q1JPY5	Q13325
Q9C0D4	Q6NZ07			P35072	Q98SJ2
Q6NW76	Q7ZTY7			Q96G23	Q9BY76
P01648	Q6DGJ3			F6NSX9	Q14678
A5HAK0	Q9UK45			Q1L8L6	P21328
Q9BVK6	Q5ZJN2			Q9UPN3	Q3B7G7
A8YPR9	O95049			Q9NRH2	Q15058
O93390	Q0V947			Q9DBS9	E7EZF3
Q924A5	Q1ED21			Q96EE4	Q75R65
P51046	Q5RF83			A8MVW5	Q8UUG8
Q7RTR2	Q9P0W2			Q5EAU3	Q3U4G3
Q8BMS2	Q7SXP0			Q8BG60	Q9W6V2
Q5R7Q3	Q5BLZ2			Q6GLQ4	P02845
Q8TAB3	Q6PAV2			Q6DGN0	Q7RTR2
Q9Z255	A0JMK9			Q9BT49	O95490
Q8BY02	Q91YN5			Q9NPR2	Q01459
Q3SZN0	O88736			A4IFA3	H2MTR9
Q98TF5	Q9I8J6			Q9H299	Q9EQ31
Q9BZI7	Q5VTL7			Q9C098	Q8K2Y7
Q5E9I1	Q0V9J0			O13008	Q4R4E0
Q80X32	P16423			Q05AM5	Q80X72
Q6DFJ9	P08582			Q92519	A4Z943
P18841	Q91X88			Q6IQ32	O54827
Q96H15	Q80YT7			Q9JJV9	P28472
Q5FYB1	Q7ZVQ8			Q5ZML1	Q8BHJ7
Q2TBW7	Q7ZVQ8			Q04637	Q99928
O00060	Q96RW7			P41250	Q8BLV3
B3DFP2	Q501Z5			P21328	F1QC45
Q9HCN8	Q99PW8			F1QX91	Q4VBV9
P04323	Q5SSJ5			C7EXK4	P03934
Q9D273	O43432			Q9NR80	Q5T619
Q08CZ0	Q6PFJ7			Q5R6R2	B9ENE7
Q5R4Q7	Q5R8K2			O35600	Q7Z5L7
Q9XWV2	Q2TBX0			Q5R4S0	B2RX14
Q1XHU0	Q6ZM19			Q8NEZ4	Q8TCX5
Q99L43	Q6DEZ2			O70302	Q8CHP0
O95393	Q8R0S2			Q9UBC9	Q6P3H4
O13067	Q8JGS0			P0CT39	Q8AXC6
Q98982	Q69ZQ2			P23347	Q5RHX6
O95858	A1A4H6			Q6P5D8	Q3MHV6
Q9H9H4	P17136			Q4W1W1	P0C5E3
A1L1V4	Q3UHX0			Q8AV61	Q1RMR1
Q08CY1	P11966			O93274	P41047
Q9Z2F7	P86397			Q28181	Q04799
Q96AY4	P47224			Q6PGS5	P97872
Q03734	Q91VH1			O14841	Q86WA6
P20290	P43450			Q4R6V2	Q52L45
Q9YHV4	Q9UNS1			Q5F339	Q96N67
Q9CXZ1	Q60HD0			Q9JJK2	Q5VU97
Q8VBX1	Q2YDF1			P36633	Q5R809
P11032	Q5RBR6			Q7TS68	Q5VT97
Q4RSM6	A0N0X6			Q7RTR2	Q7SZP2
Q80WN8	Q71RC2			A0ZSK4	P19336
P26323	Q8AWW7			Q7RTR2	O96006
P27808	Q9JHW4			G3X987	A1L2F6
P34024	Q8AY32			Q9Y2J2	Q8IXF9
Q9H3M7	Q7SXW4			Q5PQN5	P10394
Q9JKF1	Q9BXW9			Q9Y6D6	A7YWC8
Q64591	Q9BV44			Q91453	Q9D8B4
P23492	Q99J09			Q09121	Q5ZJF6
P20000	A6QLP2			Q98TW1	Q7T3H9
Q99L88	P84104			G4SLH0	F1Q8K0
Q2UY09	Q6DBX1			Q8N0X2	P04323
Q5R481	Q5E9N0				P0CT39
Q92154	Q90459				Q6EKJ0
Q9Y5Y6	Q4VSN3				P62289
P13944	Q7ZVX0				O43825
Q8R1S4	Q6PC19				Q32L67
P55041	Q5T2N8				Q9D3A8
Q8BXL9	Q2TBR2				Q9UBC2
Q4U3L0	Q0P5J0				P35249
P14381	O94876				Q7T3S5
Q8BWA8	Q8BSQ9				Q9H8V3
A0JME6	P11369				Q7ZVT3
Q28EM1	Q91178				P27815
Q92172	O43818				Q9BW60
P0CJ78	Q99624				Q5EAA4
Q4V908	A3KMV5				A0A348AXX5
Q8TAC2	Q925U4				Q02643
P29314	O35632				P46094
Q8C428	Q6R2W3				Q7LHG5
Q90YV0	O75369				P49024
P79832	Q803I2				Q8IZJ3
P15156	Q28350				Q9UDY8
P82980	Q96ER9				P09495
P29350	Q9UJX0				Q56A36
Q7YR43	Q6NWF6				P48507
O95870	Q08999				A1L0Z6
Q9Z2K0	Q9H490				Q28D40
A0A1W2PQ73	Q6DIH3				P42566
Q7Z7M0	Q15785				O70536
P21109	Q9D7I9				E9Q309
E9QJ73	Q5U4I3				O08841
Q9R101	Q5R5J1				Q9NPI5
Q91041	Q8N302				O95977
P35033	Q8K3P4				Q6P9R4
P35034	P12864				Q9UK45
Q3TTA7	Q28479				P30049
P61155	Q6AYK5				B1H1Z8
Q14964	Q6ZSB9				Q5RF83
P10978	Q15008				Q6IRP0
Q7SYN4	Q9NQG1				P17790
Q63504	Q9Y6I8				Q6GQU6
Q60611	A5GFW8				A0JMK9
O35317	Q8R151				O88736
Q91009	Q8R151				Q5VTL7
A0FKG7	Q8R151				Q66L49
Q96FB5	P09207				P45878
O45734	Q9CZN7				P08582
Q6EKJ0	Q80TM6				F1MCA7
Q9NYL9	P27093				Q9JI90
Q8NFY4	Q6PF21				Q80YT7
Q2KI09	Q5FW42				Q9BZQ8
Q9BXB5	Q4SS66				Q96RW7
P17706	Q12852				Q92954
Q7ZXF3	Q9JK81				Q96KR7
Q921D9	Q01065				P52865
Q6UFZ8	Q13683				P80513
Q9NV58	Q9UPW0				Q86WK7
Q8AXF4	Q9NQZ2				P98095
Q9H2D1	Q99JZ7				Q8R0S2
Q8CG08	Q8CG76				Q8JZN5
Q0VD31	P0DTE4				Q6ZQX7
Q9D0B5	O75795				O02667
Q96IP4	Q6NRV0				Q5RCT4
Q8AYG3	Q9H2P0				Q8NEY1
P85857	A4QP72				Q8JGS0
Q66JZ4	P11387				Q6GLL2
Q90744	Q9ULU4				Q8IXH7
Q28D01	Q99PG2				P43450
Q502I6	Q9UHJ3				Q9UNS1
Q9I9M5	Q99680				Q99542
P50234	Q6DBU5				Q2YDF1
Q8BUG2	Q04913				Q3UV55
Q9D658	Q5RCC1				Q9BSJ8
Q0VCH8	Q99750				B3F209
Q06831	Q9JJB9				Q71RC2
Q8VHE6	Q9Z2U1				Q14674
Q4RSW7	Q6DGZ1				P49136
A2BGR3	Q6DGZ1				Q8AY32
Q8N3A8	P02543				A1L1R5
Q71SG7	Q8K1J6				F1QPR4
Q9UPW8	Q96SZ6				Q9BXW9
Q6GQS1	Q03237				O88806
B0S5D5	G3V6S8				O43295
Q78T81	P21328				Q99J09
A2BHJ4	Q3SYV1				Q5TZA2
Q6PDD0	Q2QGD7				Q5XG04
Q99572	Q9H0J4				Q8AYM7
Q8BH27	A4D0S4				F1RE08
P04323	B8NM66				Q6PH57
Q86Y79	O43315				Q9NY47
P21329	Q8NBR6				Q9NS23
A0A0R4IVA4	P58544				Q9UKG1
Q4ZIN3	F1QZ88				Q6R2W3
Q6P0H7	P50462				Q28350
Q9P2K1	A0A0R4IQZ2				A4K2M3
P81021	Q7SY06				Q6NWF6
Q91VS8	O75717				Q6DIH3
Q6DC66	Q8WUK0				Q00589
Q6DG88	Q58EN8				P62311
P23919	Q5EA98				Q07427
P40757	Q9D4F8				P21981
Q4RU86	P70399				Q5JYT7
Q1LWV4	Q9CWJ9				Q4V8X0
Q13325	Q9V3H2				Q9UIW2
Q71N41	P57784				Q9H0H5
Q9BY76	P25093				Q04281
Q14678	P10999				O14578
Q15058	Q9Y3E1				Q96PS8
F1NWE3	Q6P3H7				Q9W7F2
F1QMY1	Q6NZW0				Q6AYK5
O54965	Q5ZMA6				Q9P2N4
Q9W6V2	Q5R5C9				Q13469
D3YUG0	Q5BJI7				Q9UL26
Q9QY48	Q10471				A8E7D2
Q01459	Q14146				Q7SIG3
P16065	Q9NRK6				Q9IAB2
Q4R4E0	O88685				Q5RDH2
Q80X72	Q9IB83				A0A0G2K0D3
Q24JV9	Q8R4C2				P24799
A4Z943	P19367				A5GFX0
Q90805	A4IG62				P97477
Q99928	A8WE67				Q8VHQ3
F1QC45	Q8T5G8				Q80TM6
Q9NUJ7	Q96LU5				P27093
Q9ULE0	Q566Y1				B5X9L9
Q1RLQ5	O93434				Q8R2V2
O94915	Q5R4W3				Q3B7H2
Q9D668	Q5ZJN4				P0DTE4
P52786	Q17R09				O75795
Q99315	P20821				Q14135
P52786	Q6IQ23				Q14643
P51589	Q5RCU4				Q6NRV0
P51589	Q8BTV2				Q8TB45
P41047	Q75V66				A4QP72
P54864	P34059				P19382
P97501	Q2KII7				Q9H6Q3
P97872	P03934				Q8CFG0
P47878	Q2TBS2				Q9UHE5
Q86WA6	Q810V0				Q9UHE5
Q29RP1	Q503P2				Q63416
Q96DT6	Q5PRD4				Q99680
Q08DP0	Q99N27				Q04913
Q9XTA3	P97798				P45433
Q5GIT4	Q5FVJ8				Q5RCC1
Q5RIU9	Q15650				O75325
P04323	P33198				Q9EQP5
P04323	Q6AY25				B0S6J3
P10394	Q71LX4				Q9JJB9
O96006	A4FUD1				Q9Z2U1
O95789	Q810A5				Q90WI4
A1L2F6	Q9H9D4				P13701
A7YWC8	Q3T0J3				Q6DGZ1
P04323	Q9DCA2				Q91Z46
P02767	Q7Z4N2				A0PJZ3
Q28060	P08548				Q92823
P04323	Q28480				Q03237
Q6EKJ0	Q8CGC7				G3V6S8
P62289	Q709C8				P83038
O43825	P80646				P32320
Q864Z2	P80646				P21328
Q76B58	P47796				O88737
P04323	Q8ND30				P10394
P15253	O95685				O43157
Q60843	Q9Y248				Q9DCQ3
Q9H8V3	O70378				Q8I7P9
Q3S8M4	Q1LWL2				A1IGX5
O42449	O95995				Q5R5D8
Q8VHQ9	Q9BQ70				Q91605
Q6AYL8	Q5U403				Q9NWH9
B0S5A7	Q06S87				Q14008
Q9BVH7	Q7TSQ1				F1QZ88
Q5EAA4	Q5RDY7				P50462
Q9BQS8	Q8NB66				Q6UXK2
P46094	P0DTE5				O75717
Q8NFQ8	A8DZE7				Q7T3D1
P98107	Q8BQM4				Q99K43
Q5EB30	Q5ZKG2				Q5EA98
Q99MU5	Q9NSC2				Q2PFU1
A1L0Z6	P23975				P46940
O08841	Q9D0R2				Q553S2
Q9NPI5	Q92110				Q9UQR0
P27545	Q6PH19				Q71H61
O95977	Q0P4A6				Q32NM7
P15208	Q1LW01				Q9V3H2
Q6P9R4	Q3MI03				Q3ZC34
O35509	Q96QT4				Q5R880
P36968	Q9D9M5				Q7SZ59
Q7TNB8	Q6VEU1				Q96MB7
P08882	P20825				Q6ZQ11
Q6GQB9	Q8N2H3				P80405
O76080	Q7T292				O76080
Q9YHX4	Q92902				P25093
Q9BZV1	Q6NZN1				Q3TGW2
Q25060	O75607				A1A4M6
Q7T320	Q2KIJ2				Q99KE3
A2RSY6	Q5JTH9				Q63HK5
Q5R4M1	Q8BL80				Q5ZMA6
Q92954	Q3TZI6				Q9R0S2
P43403	O14981				Q59I64
Q9HBH9	Q1RLY6				Q1XHU0
Q91049	P14373				P07858
P10588	Q62158				P49454
A9UMG5	Q6MFZ5				Q5BJI7
Q9JI35	Q9HCM9				Q9NRK6
Q99102	Q6MFZ5				Q6P3G4
Q6GL11	Q5M969				P20338
Q96KR7	O73930				Q1T769
P52865	P20108				P19367
Q9DAJ5	Q6MFZ5				Q91W97
Q2HJ23	P14373				Q923L3
Q9BQN1	B5DG51				Q96LU5
P49416	Q6NZC7				O93434
E6ZGB4	P07949				P79958
Q8JZN5	P46418				Q2KHR3
Q6ZQX7	P19468				Q4V9Y5
O02667	O89044				P04166
Q5RCT4	Q13395				P37879
Q5BL31	O08648				Q9WV30
P56616	Q7ZUH5				Q5R7J9
P53996	Q9JJG0				Q9CR23
P19879	Q5ZIJ2				Q924W6
