Cold (0degC)	Cool (5degC)	Warm (16degC)
132450114		
132450113		
132450107		
132449768		
132449762		
132450118		
132450127		
132450116		
132450109		
132450122		
132450105		
132450104		
132449535		
132450099		
132450098		
132449979		
132449544		
132449985		
132449982		
132450901		
132451616		
132451615		
132451341		
132451613		
132451450		
132451430		
132451491		
132451446		
132451425		
132451362		
132451432		
132451490		
132451367		
132451439		
132451424		
132451370		
132451441		
132451443		
132451442		
132451444		
132451440		
132451357		
132451462		
132451415		
132451421		
132451366		
132451414		
132451457		
132451405		
132451391		
132451373		
132451398		
132451436		
132451473		
132451492		
132451419		
132451486		
132451383		
132451470		
132451508		
132451465		
132451384		
132451455		
132451378		
132451427		
132451365		
132451466		
132451447		
132450905		
132451085		
132451089		
132451111		
132451262		
132451169		
132451530		
132451532		
132450928		
132451101		
132451204		
132451205		
132451209		
132450686		
132451032		
132451177		
132451212		
132451191		
132451188		
132451203		
132451196		
132451187		
132451210		
132451180		
132451181		
132450995		
132451015		
132451010		
132450972		
132450968		
132450950		
132450962		
132451659		
132451656		
132450951		
132451021		
132451537		
132451704		
132451702		
132450963		
132450969		
132451014		
132451025		
132450978		
132450999		
132451023		
132451000		
132451019		
132450983		
132450979		
132450992		
132451050		
132450896		
132451113		
132451127		
132451722		
132451724		
132451723		
132451316		
132451321		
132451318		
132451328		
132451323		
132451327		
132451317		
132451314		
132450830		
132451125		
132450726		
132450763		
132450712		
132450713		
132450790		
132450716		
132450739		
132450778		
132450755		
132450741		
132450782		
132450749		
132450704		
132450710		
132450781		
132450786		
132450783		
132450748		
132450753		
132450765		
132450756		
132450784		
132450689		
132450825		
132450827		
132451720		
132451719		
132451035		
132450814		
132450813		
132451213		
132451131		
132451076		
132451649		
132451258		
132451045		
132451047		
132451046		
132451042		
132451043		
132450879		
132451736		
132451548		
132450884		
132451033		
132451173		
132451645		
132451743		
132451741		
132451730		
132450823		
132450922		
132451246		
132451122		
132451726		
132451689		
132451690		
132451040		
132451688		
132451278		
132451280		
132451716		
132451593		
132451681		
132451682		
132450929		
132451275		
132451152		
132450870		
132450923		
132451051		
132450655		
132451600		
132450815		
132450817		
132451553		
132451569		
132451557		
132451563		
132451555		
132451561		
132450910		
132451285		
132451288		
132451290		
132450882		
132450898		
132451292		
132451298		
132451772		
132450687		
132451233		
132451293		
132450921		
132450919		
132450834		
132450941		
132451710		
132451713		
132450895		
132450633		
132450635		
132450663		
132450658		
132450855		
132450661		
132451092		
132450868		
132450857		
132450859		
132450864		
132450867		
132450862		
132450846		
132450848		
132450845		
132450849		
132450850		
132451058		
132450637		
132450638		
132451073		
132451072		
132451074		
132450682		
132451606		
132450844		
132451108		
132451220		
132451224		
132450810		
132450801		
132450809		
132451662		
132450828		
132451135		
132451740		
132451232		
132450694		
132452074		
132452079		
132452087		
132452090		
132452686		
132452194		
132452186		
132452188		
132452611		
132452615		
132452614		
132452150		
132452151		
132452144		
132452143		
132452147		
132452056		
132452681		
132452709		
132452708		
132452420		
132452447		
132452412		
132452674		
132452454		
132452896		
132452450		
132452244		
132452352		
132452257		
132452881		
132452479		
132452288		
132453005		
132452218		
132452163		
132452156		
132452563		
132452289		
132452711		
132452715		
132452898		
132452363		
132452291		
132452179		
132452397		
132452391		
132452211		
132452207		
132452863		
132452855		
132452870		
132452102		
132452413		
132452488		
132452428		
132452285		
132452198		
132452372		
132452205		
132452536		
132452915		
132452535		
132452292		
132452255		
132452326		
132452720		
132452361		
132452997		
132452998		
132452569		
132452571		
132452587		
132452233		
132452238		
132452239		
132452572		
132452684		
132452385		
132452386		
132452790		
132452181		
132452182		
132452166		
132452823		
132452067		
132452902		
132452305		
132452259		
132452109		
132452926		
132452929		
132452113		
132452119		
132452115		
132453002		
132452410		
132452252		
132452388		
132452934		
132452333		
132452935		
132452332		
132452983		
132452979		
132452982		
132452987		
132452976		
132452841		
132452052		
132452405		
132452430		
132452444		
132452058		
132452322		
132452311		
132452232		
132452313		
132452487		
132452512		
132452786		
132452943		
132452848		
132452847		
132452723		
132452725		
132452371		
132452358		
132452490		
132452497		
132452491		
132452494		
132452499		
132452300		
132452668		
132452965		
132452746		
132452754		
132452759		
132452743		
132452467		
132452458		
132452407		
132452254		
132452648		
132452627		
132452644		
132452643		
132452656		
132452955		
132452098		
132452249		
132452552		
132452141		
132452456		
132452957		
132452501		
132452065		
132452064		
132452961		
132452606		
132452607		
132452137		
132452968		
132452574		
132452819		
132452280		
132452282		
132452437		
132462664		
132465229		
132474221		
