Cold (0degC)	Cool (5degC)	Warm (16degC)
132455938	132462885	132458115
132455939	132462886	132458125
132455946	132462896	132458130
132455945	132462907	132458133
132455940	132462901	132458137
132455947	132462930	132458138
132455948	132462935	132458158
132455953	132462959	132458169
132455960	132462975	132458170
132455981	132462981	132458176
132454855	132462982	132458174
132455975	132463006	132458179
132454856	132463051	132458194
132455985	132463024	132458191
132455982	132463034	132458198
132455995	132463035	132458218
132455996	132463026	132458225
132456006	132463038	132458224
132456005	132463050	132458235
132456008	132463029	132458236
132456010	132463025	132458238
132456012	132463052	132457653
132456018	132463028	132458161
132455069	132463090	132458245
132456026	132463094	132458254
132456031	132463102	132458275
132456033	132462927	132458282
132456035	132463107	132458285
132456043	132462931	132458163
132456051	132463122	132457499
132456053	132463130	132458287
132456057	132463139	132458288
132456056	132462951	132457377
132456058	132463148	132457234
132456067	132463168	132457427
132456068	132463176	132457370
132456061	132463182	132457250
132456060	132463209	132457380
132456063	132463261	132457413
132456071	132463262	132457389
132456080	132463263	132457396
132456084	132463264	132457224
132456094	132463287	132457347
132456099	132463291	132457251
132456107	132463286	132457429
132456108	132463271	132457278
132456109	132463014	132457470
132456110	132463308	132457336
132456111	132463321	132458203
132456136	132463320	132458210
132456125	132463021	132458211
132456156	132463326	132457419
132454876	132463343	132457320
132456162	132463359	132457426
132456164	132463379	132457301
132456165	132463108	132457341
132456169	132463398	132457253
132456187	132463413	132458217
132456192	132463414	132457316
132456194	132463445	132457252
132456198	132463466	132457321
132456206	132463240	132457313
132456209	132463487	132458241
132456210	132463492	132457365
132456211	132463495	132457440
132456221	132463510	132457324
132456223	132463524	132457270
132456226	132463522	132457285
132456227	132463527	132457331
132456228	132463534	132457259
132456255	132463581	132457299
132456254	132463601	132457300
132456261	132463588	132457360
132456265	132463622	132457357
132456267	132463632	132457355
132456269	132463629	132458296
132456273	132463624	132457339
132455117	132463933	132457395
132455094	132463936	132457425
132455101	132463949	132457256
132455524	132463954	132457443
132456283	132463975	132457197
132456287	132463982	132457364
132456285	132463988	132457354
132455100	132464907	132457200
132455092	132463994	132458307
132454884	132463999	132458315
132456294	132464001	132458311
132455104	132464008	132458313
132456333	132464016	132458317
132456343	132464012	132457501
132455143	132464010	132458328
132456344	132464034	132459187
132455149	132464041	132459056
132455141	132464058	132459195
132456352	132464047	132459196
132456353	132464070	132459190
132456374	132464085	132459188
132456380	132464922	132459216
132456382	132464090	132458739
132456381	132464092	132459024
132456395	132464106	132459239
132456413	132464113	132459240
132456423	132464121	132458735
132456416	132464120	132458770
132456410	132464124	132458751
132456425	132464127	132459244
132456429	132464129	132458743
132456437	132464137	132459251
132456444	132464140	132458746
132456450	132464145	132458728
132456451	132464152	132459256
132456446	132464149	132458727
132456454	132464155	132459267
132456460	132464197	132459270
132456458	132464191	132459272
132456464	132464218	132459294
132456474	132464234	132459288
132455235	132464216	132459290
132455224	132464247	132459297
132455307	132464248	132459307
132455237	132464249	132459314
132455294	132464252	132459318
132456606	132464262	132459324
132455262	132464263	132459323
132455250	132464282	132459325
132455272	132464277	132459332
132455246	132464986	132459350
132455173	132465031	132459354
132455279	132465003	132459355
132455284	132464988	132459359
132455305	132465038	132459083
132455321	132464983	132459378
132455227	132465004	132459379
132455208	132464995	132459086
132455175	132465009	132459087
132455178	132464305	132459398
132455188	132464312	132459402
132455183	132464327	132459406
132455189	132464341	132459408
132455293	132464369	132459409
132455212	132464374	132459411
132455199	132464379	132459420
132455181	132464407	132459413
132455276	132464392	132459426
132455205	132464397	132459435
132455180	132464428	132459436
132455203	132465054	132459467
132455491	132465091	132459468
132455211	132465096	132459449
132455492	132465056	132459453
132456486	132465107	132459462
132456490	132465075	132459477
132455421	132465073	132459480
132455414	132465068	132459481
132455428	132465067	132459489
132455396	132465057	132459492
132455424	132464484	132459091
132455436	132464485	132459507
132455367	132464482	132459510
132455419	132464530	132459515
132455408	132464536	132459541
132455443	132464541	132459548
132455402	132464551	132459094
132455368	132464552	132459553
132455358	132464560	132459557
132455384	132464557	132459562
132455413	132464565	132459580
132455429	132464569	132459585
132455347	132464577	132459587
132455364	132464588	132459609
132455397	132464591	132459624
132455362	132464616	132459620
132455392	132464590	132459622
132455434	132464618	132459627
132455349	132464621	132459099
132455407	132464620	132459636
132455508	132464642	132459646
132455372	132464625	132459657
132455382	132464623	132459660
132455373	132464637	132459666
132455381	132464656	132459667
132456493	132464665	132459671
132456496	132464657	132459676
132456499	132464660	132459675
132456512	132464961	132459679
132456522	132464676	132459680
132456524	132464674	132459685
132456527	132464690	132459690
132456620	132464701	132459700
132456531	132464963	132459692
132456530	132464711	132459693
132456538	132464728	132459701
132456553	132465210	132459707
132456542	132465204	132459705
132456548	132465165	132459710
132456549	132465217	132459715
132456543	132465227	132459719
132456547	132465197	132459721
132456544	132465163	132459733
132456555	132465155	132459730
132456570	132465127	132459736
132456572	132465223	132459724
132456562	132465131	132459740
132456564	132465134	132459749
132456578	132464971	132459751
132456584	132464735	132459759
132456585	132464737	132459761
132456588	132464741	132459760
132456592	132464761	132459754
132457502	132464757	132459779
132457134	132464974	132459791
132457131	132464763	132459789
132457129	132464790	132459793
132457132	132464799	132459797
132457142	132465310	132459798
132457523	132464847	132459795
132457521	132464866	132459805
132457125	132464877	132459802
132457138	132464878	132459807
132457148	132464870	132459819
132457137	132466565	132459826
132457122	132466580	132459821
132457164	132466584	132459110
132457158	132466629	132459825
132457179	132466626	132459834
132457169	132466627	132459847
132457558	132466630	132459861
132457189	132465458	132459868
132457154	132465459	132459873
132457177	132465453	132459874
132457165	132465500	132459890
132457153	132465499	132459896
132457185	132465508	132459899
132457152	132465514	132459902
132457172	132465513	132459900
132457566	132465548	132459923
132457571	132465569	132459120
132457574	132465579	132459927
132457576	132465600	132459936
132457587	132466263	132459932
132457590	132466284	132459935
132457596	132465616	132459943
132457597	132466275	132459944
132457605	132466285	132459946
132457606	132465622	132459942
132457619	132465644	132459965
132457615	132466345	132459964
132457616	132466316	132459968
132457626	132466305	132459975
132457625	132466293	132459982
132457630	132466325	132460003
132457631	132466315	132460000
132457642	132466334	132459999
132457656	132465684	132459991
132457665	132465694	132460008
132457670	132465697	132460009
132457667	132465698	132460012
132457671	132465705	132460020
132457676	132465708	132460026
132457678	132465712	132460029
132457680	132465713	132460036
132457681	132465745	132460039
132457679	132465726	132460037
132457683	132465735	132460042
132457685	132465723	132460043
132457693	132465719	132460046
132457689	132466518	132460059
132457694	132465756	132460077
132457702	132465763	132458811
132457703	132465811	132458800
132457712	132465813	132458813
132457718	132465849	132458827
132457727	132465862	132458808
132457936	132465871	132458826
132457746	132465893	132458801
132457742	132465902	132458784
132457744	132465911	132458803
132457743	132465906	132459129
132457755	132465912	132460117
132457757	132465927	132460114
132457770	132465932	132460129
132457794	132465937	132460130
132457793	132465939	132460140
132457783	132465947	132460144
132457781	132465944	132460147
132457786	132465952	132458909
132457774	132465958	132458845
132457808	132465971	132458867
132457820	132465972	132458836
132457819	132465977	132458872
132457822	132466001	132458930
132457821	132466012	132458888
132457827	132466026	132458904
132457837	132466053	132458848
132457834	132466051	132458850
132457843	132466055	132459596
132457842	132466415	132458832
132457966	132466389	132458917
132457846	132466383	132458915
132457845	132466416	132458913
132457853	132466372	132458842
132457850	132466429	132458931
132457989	132466358	132458865
132457855	132466060	132458939
132457865	132466063	132458889
132457869	132466064	132458860
132457874	132466548	132460162
132457873	132466111	132460163
132457880	132466114	132460166
132457890	132466556	132460171
132457893	132466127	132460178
132457910	132466134	132460183
132457897	132465987	132460184
132457907	132466157	132460199
132457900	132466145	132460204
132457904	132466154	132460207
132457915	132466159	132460212
132457938	132466163	132460214
132457920	132466445	132459006
132457928	132466455	132458961
132457931	132466436	132458964
132457929	132466440	132458972
132457933	132466184	132458990
132457939	132466189	132458989
132457942	132466182	132458993
132457955	132466185	132458963
132457954	132466195	132458974
132457958	132466204	132460219
132458038	132466210	132460218
132457965	132466216	132461191
132457970	132466228	132461197
132457971	132466247	132461199
132457973	132466251	132460691
132457981	132466254	132461212
132457978	132468373	132461091
132458042	132467902	132460736
132458000	132467992	132460740
132458008	132468016	132460725
132458006	132468026	132460661
132458016	132468347	132461139
132458020	132468332	132460692
132458025	132467201	132461141
132458028	132467003	132461222
132458030	132467503	132460665
132458051	132468369	132460631
132458049	132467386	132460748
132458036	132467487	132460700
132458055	132467264	132460655
132458057	132467260	132461239
132458070	132467269	132461247
132458068	132467282	132460657
132458063	132467568	132461251
132458081	132468329	132461253
132458082	132468328	132461255
132458086	132467205	132460716
132458084	132467522	132461264
132458087	132467490	132460698
132458099	132467698	132460654
132458095	132467783	132460687
132458104	132467785	132460735
132458112	132467813	132460747
132458108	132468215	132460699
132458123	132468375	132460697
132458120	132467927	132460746
132458125	132467860	132460712
132458129	132467861	132460682
132458130	132468249	132460714
132458133	132467911	132461289
132458136	132467912	132461174
132458138	132467574	132461301
132458148	132467096	132461302
132458147	132467155	132461306
132458150	132467147	132461307
132458152	132467144	132461330
132458165	132467166	132461331
132458170	132467167	132461339
132458176	132467164	132461350
132458191	132467504	132461360
132458193	132466987	132461356
132458198	132468295	132461355
132458097	132467242	132461358
132458218	132468403	132461369
132458221	132468412	132461451
132458225	132468400	132461466
132458236	132466976	132461471
132458231	132466977	132461477
132458233	132466993	132461469
132458240	132467308	132461495
132458239	132467011	132461496
132458238	132467021	132461501
132457653	132467619	132461513
132458161	132467631	132461514
132458255	132467620	132461515
132458256	132467610	132461181
132458265	132467024	132461519
132458266	132467040	132461542
132458282	132467044	132461541
132458283	132467048	132461535
132458285	132467246	132461523
132458163	132467519	132461532
132457499	132467710	132461552
132458287	132467367	132461554
132458289	132467286	132461555
132458293	132467524	132461556
132457447	132467291	132461557
132457378	132467292	132461558
132457272	132467314	132461570
132457289	132467351	132461574
132457413	132467358	132461576
132457332	132467363	132461577
132457416	132467377	132461584
132457389	132468183	132461583
132457319	132468150	132460856
132457224	132468168	132460876
132457347	132468180	132460925
132457436	132468234	132460807
132457228	132468229	132460933
132457314	132467441	132460935
132457470	132467564	132460930
132457336	132467573	132460844
132457302	132467678	132460922
132458203	132467679	132460813
132458210	132467721	132460914
132457419	132467753	132460896
132457356	132467758	132461189
132457320	132467765	132460903
132457322	132467767	132460795
132458212	132467806	132460819
132457301	132467819	132460815
132457214	132467544	132460839
132457279	132467887	132460837
132457291	132467891	132460921
132458217	132467893	132460816
132457390	132467952	132460893
132457252	132467958	132460865
132457321	132467979	132460866
132457351	132468074	132460924
132457313	132468081	132461589
132458241	132468091	132461591
132457236	132468117	132461605
132457263	132468120	132461607
132457235	132468122	132461615
132457440	132468198	132461623
132457270	132468280	132461627
132457285	132467567	132461628
132457376	132468356	132461629
132457359	132468320	132461636
132457259	132467335	132461632
132457386	132467339	132461644
132457298	132467326	132461646
132457269	132467320	132461667
132457299	132468849	132461656
132457300	132468854	132461652
132457238	132468848	132461655
132457360	132469425	132461657
132457357	132469303	132461674
132457326	132469338	132461676
132457371	132469277	132461678
132457355	132469317	132461688
132457286	132469288	132461690
132457339	132469328	132461689
132457230	132468774	132461713
132457247	132468829	132461718
132457395	132469159	132461724
132457342	132469213	132461727
132457233	132468728	132461732
132457450	132469717	132461737
132457437	132469706	132461733
132457425	132469698	132461734
132457344	132469812	132461735
132457266	132468772	132461739
132457197	132468773	132461389
132457384	132469795	132461740
132458305	132468816	132461390
132457204	132469954	132461755
132458307	132469125	132461764
132458311	132469606	132461762
132458313	132468828	132461769
132458314	132469181	132461763
132458317	132469173	132461770
132458309	132469384	132461392
132457209	132469407	132461773
132458327	132469400	132461777
132457210	132469396	132461781
132459193	132469528	132461784
132459199	132468873	132461788
132459171	132468784	132461791
132459195	132468785	132461793
132459196	132468927	132461794
132459182	132468524	132461799
132459188	132468765	132461815
132459230	132469732	132461396
132458739	132469734	132461818
132458755	132469883	132461397
132459240	132468633	132461821
132458720	132468634	132461823
132458735	132468620	132461822
132458770	132469612	132461826
132458724	132468904	132461830
132458747	132468726	132461829
132458746	132468700	132461831
132459256	132468703	132461834
132458759	132469192	132461836
132459268	132469262	132461838
132459278	132469359	132461837
132459282	132469363	132461842
132459298	132469362	132461851
132459284	132469251	132461858
132459287	132468738	132461860
132459289	132468747	132461865
132459295	132468745	132461874
132459297	132469590	132461881
132459307	132469928	132461401
132459306	132468660	132461890
132459311	132468661	132461403
132459314	132468648	132461888
132459315	132468659	132461883
132459320	132469247	132461405
132459325	132468729	132461901
132459333	132468734	132461902
132459339	132469234	132461903
132459350	132469609	132461912
132459354	132469894	132460972
132459353	132469920	132460976
132459357	132469895	132460956
132459367	132468741	132461935
132459369	132469897	132461921
132459371	132469915	132461959
132459376	132469918	132461968
132459086	132469145	132461971
132459390	132469142	132461034
132459391	132469551	132461972
132459392	132468984	132460994
132459396	132469366	132461003
132459421	132469078	132461001
132459398	132468982	132461043
132459402	132468964	132461004
132459406	132469088	132461423
132459411	132468955	132461048
132459418	132469092	132461039
132459413	132468960	132461975
132459422	132468980	132461981
132459415	132469809	132461982
132459429	132469010	132461996
132459437	132469023	132462024
132459467	132468966	132462005
132459469	132469029	132462031
132459479	132469046	132462049
132459477	132468951	132462036
132459487	132468972	132462038
132459489	132468679	132462034
132459492	132468476	132462054
132459504	132469979	132462059
132459498	132469992	132462079
132459509	132468546	132462106
132459513	132469990	132461438
132459520	132468889	132461439
132459546	132468892	132461064
132459548	132468891	132461060
132459550	132468925	132461063
132459547	132469560	132461071
132459551	132469561	132461067
132459553	132468944	132461070
132459554	132468830	132461076
132459559	132469171	132462129
132459564	132468683	132462156
132459569	132469867	132462141
132459580	132469871	132462146
132459581	132469853	132462147
132459585	132469870	132462160
132459571	132469477	132462164
132459588	132469442	132462342
132459609	132469443	132462343
132459620	132469479	132462355
132459099	132469497	132462362
132459632	132469490	132462371
132459636	132469760	132462373
132459634	132469755	132462381
132459100	132469761	132462382
132459652	132469765	132462399
132459663	132469414	132462406
132459665	132468720	132462387
132459666	132468777	132462420
132459667	132469840	132462421
132459671	132469129	132462422
132459680	132469971	132462417
132459681	132469160	132462416
132459685	132469929	132462434
132459690	132469931	132462566
132459700	132468692	132462426
132459706	132468827	132463729
132459692	132468647	132462431
132459694	132468684	132463721
132459707	132468588	132462427
132459711	132469152	132462441
132459712	132469940	132462439
132459721	132469939	132462448
132459722	132470400	132462450
132459733	132470902	132462462
132459731	132470596	132462455
132459728	132471137	132462464
132459725	132471131	132463711
132459740	132470835	132462598
132459743	132470825	132463696
132459750	132470089	132463698
132459751	132471290	132462477
132459764	132471291	132463701
132459759	132470776	132462606
132459107	132470609	132462633
132459755	132470823	132463690
132459761	132470538	132463692
132459754	132470428	132462552
132459757	132470699	132462548
132459770	132470955	132462556
132459779	132470654	132462561
132459785	132470269	132462570
132459793	132470325	132462576
132459805	132470318	132462574
132459806	132470329	132462581
132459809	132470463	132462582
132459810	132470466	132462583
132459819	132470459	132462610
132459812	132470736	132462607
132459817	132470096	132462619
132459826	132470154	132462612
132459831	132470134	132462628
132459833	132470146	132462644
132459843	132470098	132462645
132459845	132470131	132462649
132459841	132470961	132462647
132459847	132470093	132462654
132459848	132470101	132462740
132459865	132470112	132462663
132459868	132470145	132462667
132459873	132470205	132462702
132459874	132470175	132462696
132459883	132470153	132462687
132459877	132470114	132462688
132459882	132470965	132462698
132459887	132471214	132462710
132459888	132471212	132462712
132459893	132471216	132462725
132459901	132471215	132462732
132459902	132470967	132462753
132459900	132471174	132462756
132459904	132470881	132462769
132459907	132470883	132462770
132459921	132471150	132462778
132459925	132471156	132462787
132459929	132470369	132462789
132459931	132471057	132462821
132459936	132470973	132462801
132459934	132470053	132462807
132459944	132471205	132462805
132459946	132470451	132462812
132459942	132470974	132462816
132459941	132470421	132462829
132459940	132470418	132462831
132459949	132470408	132462838
132459960	132470431	132462853
132459965	132470530	132462834
132459967	132470531	132462859
132459971	132471046	132462864
132459974	132470837	132462862
132459973	132470360	132462878
132460003	132470358	132462877
132459999	132470686	132462874
132459989	132470446	132462895
132459991	132470695	132462896
132460009	132470739	132462930
132460014	132470233	132462939
132460012	132470232	132462943
132460013	132470988	132462956
132460020	132470632	132462958
132460028	132470637	132462968
132460029	132471020	132462981
132460036	132470827	132462985
132460044	132471114	132462478
132460042	132470479	132463005
132460040	132470572	132463016
132460046	132470725	132463019
132460050	132470724	132463051
132460058	132471249	132463047
132460059	132470561	132463036
132460066	132470562	132463031
132460067	132470565	132463042
132460074	132470297	132463049
132458811	132470673	132463026
132458810	132471036	132463038
132458813	132471218	132463045
132458827	132471031	132463050
132458808	132470406	132463041
132458826	132471030	132463025
132458807	132470506	132463052
132458799	132471111	132463062
132458801	132470849	132462921
132458791	132470440	132463075
132458792	132470264	132463080
132458784	132470866	132463086
132458816	132470867	132463087
132458803	132470708	132463085
132458822	132470785	132463091
132458796	132470681	132463094
132459129	132471245	132463102
132460091	132471068	132462927
132460116	132470704	132463107
132460101	132470646	132463112
132460129	132470647	132462931
132459133	132470343	132463116
132460136	132471074	132463122
132460152	132470661	132463125
132460153	132470663	132463139
132458918	132470698	132462951
132458909	132470931	132463176
132458862	132470281	132463175
132458885	132470397	132463193
132458867	132470748	132463200
132458836	132470491	132463209
132458872	132470754	132463229
132458922	132470516	132463258
132458871	132471280	132463265
132458841	132470351	132463261
132458882	132470336	132463262
132458930	132470617	132463269
132458888	132470620	132463292
132458839	132470381	132463291
132458902	132470391	132463272
132458891	132470389	132463290
132458848	132470074	132463286
132458850	132470078	132463282
132458832	132471192	132463271
132458901	132470490	132463007
132458944	132470486	132463304
132458887	132471059	132463014
132458913	132472162	132463315
132458865	132471909	132463319
132458939	132471915	132463320
132458889	132471904	132463326
132458860	132471895	132463327
132458894	132471917	132463340
132460161	132471877	132463072
132460162	132471899	132463341
132459603	132471922	132463345
132460167	132472526	132463347
132460169	132472524	132463351
132460183	132472021	132463093
132460190	132471606	132463357
132460188	132471605	132463366
132460199	132472663	132463384
132460205	132472384	132463380
132460209	132472658	132463108
132460208	132472662	132463393
132460212	132471502	132463396
132460214	132471819	132463400
132458955	132471487	132463136
132458971	132472188	132463142
132458965	132472182	132463419
132458981	132471749	132463431
132458990	132472394	132463430
132458989	132471867	132463434
132458958	132472395	132463455
132459613	132472493	132463446
132458999	132472554	132463466
132459000	132472553	132463469
132458978	132472401	132463470
132458985	132472240	132463476
132460219	132471714	132463481
132460218	132471633	132463482
132461191	132472077	132463489
132461089	132472294	132463496
132461091	132472290	132463498
132460736	132472302	132463501
132460635	132472301	132463499
132460740	132472291	132463503
132460725	132472299	132463510
132460661	132471644	132463516
132460734	132472285	132463522
132461141	132471834	132463527
132461222	132472480	132463576
132460652	132472073	132463601
132460665	132472667	132463588
132460631	132471833	132463619
132460726	132472417	132463622
132461239	132472329	132463618
132461246	132472419	132463627
132461247	132471850	132463630
132461249	132471511	132463626
132460640	132471513	132463632
132460745	132472357	132463645
132460643	132471816	132463655
132461157	132472039	132463659
132460654	132472490	132463666
132460679	132472155	132463670
132461167	132471864	132463945
132460735	132471663	132463956
132460710	132472638	132463958
132460645	132471998	132463949
132460697	132471993	132463951
132460682	132472259	132463954
132460672	132472009	132463962
132460719	132471805	132463966
132460688	132471807	132463970
132460686	132471561	132463977
132460714	132471798	132463982
132461289	132472218	132463989
132461314	132472227	132463994
132461303	132471733	132464910
132461306	132472519	132464913
132461309	132471580	132463999
132461315	132471533	132464001
132461320	132472256	132464008
132461321	132472223	132464015
132461325	132472224	132464016
132461324	132471739	132464012
132461332	132472531	132464017
132461330	132472097	132464019
132461175	132471970	132464026
132461331	132471698	132464034
132461338	132472082	132464035
132461337	132472057	132464039
132461339	132472547	132464058
132461351	132472036	132464047
132461340	132472034	132464059
132461346	132471818	132464070
132461344	132472118	132464064
132461345	132471852	132464916
132461360	132471793	132464075
132461355	132472010	132464080
132461376	132471988	132464085
132461450	132472434	132464921
132461451	132472199	132464086
132461461	132471573	132464922
132461466	132471983	132464090
132461464	132471776	132464923
132461465	132471552	132464106
132461479	132471551	132464925
132461467	132471837	132464107
132461471	132472046	132464121
132461477	132471822	132464120
132461497	132472333	132464128
132461495	132472595	132464137
132461492	132472584	132464142
132461499	132472764	132464152
132461511	132472892	132464150
132461509	132472956	132464149
132461513	132472908	132464159
132461512	132472912	132464174
132461517	132473148	132464183
132461514	132472998	132464175
132461181	132473748	132464181
132461519	132472991	132464179
132461541	132473509	132464184
132461536	132473506	132464185
132461535	132473505	132464197
132461522	132473500	132464191
132461526	132473502	132464195
132461531	132473225	132464194
132461532	132473774	132464192
132461553	132473249	132464206
132461555	132473795	132464205
132461560	132473603	132464213
132461570	132473799	132464212
132461572	132473794	132464215
132461574	132472756	132464216
132461577	132472755	132464936
132461584	132472752	132464249
132461583	132472760	132464937
132460862	132472759	132464254
132460925	132472831	132464262
132460939	132472835	132464282
132460802	132473003	132464278
132460933	132473005	132464274
132460934	132473145	132464277
132460935	132473108	132464287
132460906	132473785	132464288
132460881	132473784	132464291
132460883	132473610	132464297
132460831	132473022	132465003
132460851	132473018	132465029
132460880	132473612	132465020
132460825	132473614	132465018
132460813	132473300	132464998
132460854	132473290	132465038
132460843	132473264	132465019
132460907	132473298	132464983
132460809	132473131	132465004
132460817	132473029	132464995
132460877	132473055	132465013
132460857	132473053	132464305
132460903	132473054	132464323
132460840	132473437	132464311
132460815	132473433	132464312
132460839	132473652	132464303
132460826	132473627	132464943
132460898	132472826	132464350
132460893	132473628	132464358
132460864	132473179	132464375
132460910	132473202	132464380
132460866	132472945	132464382
132460820	132473079	132464414
132461595	132473331	132464392
132461589	132473636	132464409
132461591	132472871	132464413
132461592	132473814	132464405
132461597	132473178	132464396
132461607	132472719	132464432
132461614	132473420	132464429
132461627	132473221	132465091
132461629	132473223	132465076
132461636	132473222	132465096
132461634	132473557	132465092
132461643	132473581	132465056
132461646	132473563	132465089
132461662	132473650	132465073
132461648	132472793	132465098
132461654	132473080	132465079
132461652	132473353	132464950
132461664	132473014	132465057
132461659	132472798	132464440
132461665	132472802	132464443
132461676	132473011	132464459
132461679	132472797	132464458
132461692	132472804	132464449
132461705	132473067	132464453
132461708	132473655	132464451
132461713	132473138	132464462
132461718	132473445	132464465
132461729	132473170	132464468
132461736	132472776	132464471
132461734	132473006	132464474
132461742	132473121	132464478
132461740	132473122	132464493
132461390	132473123	132464498
132461743	132473126	132464495
132461754	132473373	132464499
132461749	132472938	132464501
132461759	132473749	132464516
132461762	132472974	132465247
132461769	132473026	132464518
132461770	132472852	132464526
132461773	132473076	132464535
132461779	132473591	132464536
132461782	132473592	132464541
132461785	132473040	132464540
132461784	132473134	132464539
132461790	132473699	132464546
132461791	132473333	132464548
132461793	132473477	132464550
132461794	132473469	132464558
132461796	132473030	132464557
132461798	132472768	132464563
132461397	132473704	132464564
132461822	132473718	132464565
132461826	132473716	132464569
132461830	132473073	132464571
132461831	132472895	132464572
132461834	132472897	132464580
132461839	132472976	132464583
132461841	132472980	132464585
132461847	132472684	132464586
132461853	132472694	132464588
132461855	132472696	132464587
132461856	132473756	132464615
132461862	132473755	132464603
132461865	132473359	132464594
132461400	132473090	132464590
132461870	132473514	132464618
132461874	132473048	132464621
132461867	132473252	132464641
132461868	132473061	132464625
132461881	132472933	132464623
132461875	132474380	132464636
132461401	132474596	132464637
132461890	132474218	132464656
132461886	132474543	132464660
132461891	132475199	132464961
132461405	132474207	132464676
132461901	132474357	132464682
132461899	132474850	132464963
132461903	132473966	132464711
132461910	132473960	132464712
132460987	132475117	132464723
132460983	132475119	132464733
132461912	132474625	132464728
132461915	132474622	132465173
132460964	132475329	132465152
132460955	132475198	132465150
132460970	132475345	132465122
132460972	132474772	132465205
132460957	132474768	132465192
132460976	132474779	132465204
132460973	132474771	132465196
132461916	132474791	132465130
132461925	132474026	132465211
132461930	132474783	132465217
132461935	132475280	132465161
132461927	132474894	132465189
132461952	132474641	132465124
132461951	132474640	132465191
132461933	132474381	132465218
132461921	132474032	132465195
132461934	132474902	132465193
132461937	132474540	132465155
132461411	132474536	132465230
132461956	132474945	132465127
132461966	132474961	132465172
132461964	132474925	132465188
132461968	132474948	132465209
132461971	132474967	132465228
132461974	132474056	132465170
132461973	132474930	132465202
132461032	132474502	132465131
132461003	132474499	132465129
132461047	132474484	132465139
132461015	132474503	132465134
132461001	132474471	132465213
132461011	132474993	132464741
132461007	132474085	132464749
132461038	132473885	132464763
132461050	132474225	132464769
132461022	132474349	132464767
132461048	132474045	132464775
132460990	132474295	132464779
132461040	132474262	132464792
132461045	132474197	132465310
132461049	132474199	132464809
132461017	132474039	132464820
132461046	132474037	132464815
132461975	132474010	132464838
132461978	132474609	132464847
132461981	132474610	132464862
132461983	132474591	132464866
132461982	132474001	132464868
132461987	132473954	132464891
132461427	132473951	132466567
132462001	132474829	132466580
132461995	132474820	132466584
132461996	132474831	132466590
132462025	132475037	132466606
132462024	132474680	132466607
132462022	132475193	132466604
132462029	132473888	132466608
132462028	132474890	132466622
132462031	132474311	132466627
132462042	132474249	132465460
132462049	132475300	132465459
132462044	132474022	132465453
132462037	132474015	132465471
132462068	132474013	132465473
132462054	132475011	132465472
132462056	132474052	132465474
132462073	132474448	132465503
132462115	132474644	132465499
132462101	132474676	132465514
132462106	132474562	132465518
132462096	132473994	132465541
132462098	132474873	132465544
132462102	132475261	132465545
132461439	132474303	132465561
132461064	132474299	132465558
132461080	132474298	132466500
132461062	132474388	132465569
132461067	132474410	132465578
132461076	132473938	132465573
132461066	132474081	132465580
132462130	132474080	132465576
132462133	132474267	132465583
132462138	132474600	132465584
132461458	132474635	132465589
132462156	132474756	132465592
132462159	132475100	132465599
132462145	132475044	132466263
132462146	132474651	132465608
132462147	132474232	132466284
132462149	132473890	132466276
132462152	132474187	132466266
132462164	132474188	132465645
132462341	132473893	132465641
132462342	132474394	132465642
132462343	132475295	132465647
132462350	132475267	132466316
132462352	132474256	132466320
132462362	132475292	132466305
132462364	132475290	132466293
132462366	132474351	132466308
132462381	132474533	132466339
132462384	132474176	132466338
132462407	132474732	132466330
132462406	132474655	132466302
132462388	132474034	132466315
132462566	132474414	132465691
132462426	132474459	132465694
132462430	132474246	132465698
132462429	132473976	132465699
132462431	132474007	132465702
132462437	132475273	132465711
132462440	132474711	132465726
132462445	132474709	132465728
132462448	132475058	132465723
132462449	132475064	132465719
132462450	132475066	132465717
132462455	132475059	132466518
132462453	132475077	132466519
132463704	132473898	132466520
132463711	132474166	132465759
132463695	132474116	132465813
132463696	132474158	132466530
132463698	132474127	132465847
132463708	132474138	132465849
132462477	132474148	132465867
132463700	132473879	132465870
132463707	132474177	132465869
132463710	132475899	132465883
132463709	132475885	132465893
132463694	132445618	132465901
132463690	132445698	132465903
132463692	132475745	132465902
132462511	132475785	132465906
132462545	132475406	132465914
132462552	132475405	132465915
132462555	132475453	132465913
132462556	132475670	132465922
132462561	132475526	132465933
132462563	132445536	132465924
132462570	132445529	132465928
132462575	132445551	132465935
132462574	132445562	132465939
132462581	132445515	132465959
132462583	132445527	132465965
132462588	132445503	132465972
132462593	132445708	132465979
132462618	132445518	132465981
132462611	132445544	132465975
132462610	132445513	132465977
132462607	132445499	132465984
132462620	132445751	132466001
132462600	132475691	132466007
132462609	132445712	132466012
132462619	132445713	132466031
132462612	132445715	132466026
132462627	132445433	132466039
132462628	132475528	132466040
132462632	132475569	132466043
132462692	132475568	132466045
132462637	132475556	132466047
132462645	132445816	132466054
132462657	132445818	132466415
132462647	132475624	132466391
132462651	132475543	132466404
132462654	132475620	132466399
132462655	132475622	132466423
132462652	132475557	132466387
132462740	132475701	132466398
132462663	132445738	132466375
132462667	132475848	132466416
132462665	132475818	132466542
132462705	132475853	132466425
132462696	132475864	132466368
132462688	132475826	132466372
132462710	132475794	132466429
132462712	132475843	132466060
132462747	132475817	132466062
132462730	132475833	132466548
