Warm-ALL	Cool-ALL	Cold-ALL	Warm-LFC0.5	Cool-LFC0.5	Cold-LFC0.5	Warm-NoDEGs	Cool-NoDEGs	Cold-NoDEGs
Q01082		P08650			Q6PC62			Q5SF07
Q8BZZ3		O35387			Q15008			Q9H7Z6
Q9CY58		Q66H20			Q01147			Q8BWT1
Q64620		Q1L8I0			Q0P5M9			P83941
Q8JZM7		O14907			Q9UEY8			Q7RTR2
Q7ZVR1		Q9BT43			P29218			Q1JPX3
Q9UJ83		F8W2M8			Q9D032			A8E7G5
Q7SX95		Q9D4H8			Q96P50			Q8C437
Q29437		P04114			O93477			Q7ZV00
Q9ULT8		P52758			Q8VBX0			Q6IQ86
Q6JHU9		Q14258			P22232			Q4RY26
Q28085		Q5BJC4			O93510			Q6TNS7
Q5PYH7		P32759			P97478			O73817
Q9EPL8		Q9JLN9			Q9DCW4			Q90YM8
Q0P570		B5XD90			Q6DFW0			Q9ES00
Q7ZVE3		Q91YQ7			Q0P464			Q712U6
Q61214		Q04799			Q803X4			Q6JHU9
Q13151		Q6IP18			Q99PJ2			Q6PH57
Q8N6H7		Q8K2Y3			Q8NCJ5			Q4PLJ0
Q6ZPE2		Q9Y4B6			Q9UBJ2			A7Z019
Q9H0J9		Q8AXU4			Q8NF91			O94855
P08132		Q6PE01			Q8N5M1			Q5ZKB9
O88797		Q5IS99			Q5ZKB9			Q6IR55
P17427		Q10751			P42684			Q96PY6
Q92545		P30568			Q6T938			Q9DCB8
Q4VSN2		B8JK76			Q4G0W2			Q49GP5
Q9JJC6		Q7ZW41			Q6N021			Q8NI08
P55265		Q5R6P6			Q9CYU6			Q5ZM71
P70699		Q12800			A0A0R4IVA4			Q0P4D6
Q568V3		P58003			A6MFK8			Q90511
O88664		Q9Y5L0			Q91YN9			Q2KJ58
Q91453		P54985			Q99NF1			A7E2Z2
P0C6F1		Q7ZWI4			O35400			O93344
P70182		O89107			P55039			P61972
Q9NYL9		Q99K41			B5DG51			Q9Y5B0
P86229		Q6DBR6			Q99PL5			Q9JMH7
Q7Z3B3		A2BG43			A2TIL1			Q8IVS2
Q6NWK2		Q9D2R8			P30874			Q5ZHY5
P02750		Q9I9N6			Q6NYU7			O14964
Q70CQ2		Q9JIF3			Q4KM91			Q9D0W5
Q9DCT6		O97703			P17178			Q6P298
P40818		Q08BM8			P63100			A2AKQ0
Q91ZE0		P58158			Q6PBM1			Q02816
P28173		Q63569			P36968			Q9BSD7
Q6AYA5		Q96KR1			Q92747			Q8WMS0
Q9PVE8		Q9H582			Q6PHN7			Q5R5T1
P04186		Q8AY32			Q01082			Q15637
Q9Y6W5		Q9XT77			Q96B26			Q8K212
P08775		Q8TEK3			Q9CZV8			Q68ED3
Q71R50		Q7SXK5			Q1LUD1			P19525
Q96T23		P14543			Q91VU6			Q96LR5
Q0V8K7		P05166			Q1RMU5			Q802F2
P48427		Q5T6F2			Q66JF3			O95198
Q5PQY6		Q8TAF3			Q8R050			Q9Y450
Q7RTR2		O73682			Q5R7K2			P79739
Q6NRB0		Q6DGZ3			P15920			Q8N3C7
Q58H57		Q5RKN3			P61078			Q60855
Q8CHN8		P62494			Q566S6			P42028
Q58CQ5		A5WVX0			Q5EBI0			A6H7C2
O75688		P36372			Q9P2K8			Q01804
Q6PBX5		Q8CEC6			P30122			A3KPR5
Q5REL2		Q53S33			O18737			E7F1H9
Q64337		Q6PDJ6			Q6NZ18			Q3ULD5
Q8BHA0		Q99PP9			Q66KL0			Q3B7Q7
A0MS83		Q0IHI1			Q99N34			P18433
Q3ZC48		Q7TT28			Q9NYB5			Q9WTQ7
Q8AV61		P78317			Q58CP9			Q99N37
Q9JHU4		Q5F3I6			Q8NI36			Q9JHC9
Q0P5A1		Q5SVR0			Q16514			O43264
Q7SYK0		O08586			Q7TQK0			Q03105
Q8NI08		Q6PGY6			A8K2U0			Q8K2X1
Q8CCP0		Q99MZ7			Q2HJ19			B5DGB6
P98133		Q7T339			O15431			Q1LYL8
Q922Q5		O15228			Q5CZQ0			Q90243
P61972		Q7SXP0			Q6P950			Q3T061
Q2KIQ4		Q9JHI0			P87383			Q9H0Z9
Q6NTN5		Q62735			Q9D9N8			O93449
Q9BZK7		Q9JJ80			Q7ZVN5			Q6U841
Q5R5F2		Q9UH36			Q03113			Q5EAC2
Q9D738		P79958			B5XB27			Q6AXS4
Q92890		Q5R9X6			Q6UB98			Q1JQE0
P15291		O05218			O42449			Q3U3Q1
Q2KHS5		Q9D1H6			Q9ULT0			B5X392
Q3SZ01		Q6IQA2			P42892			Q6PHE8
Q9NZ01		P23975			Q969T3			Q3UBG2
Q5R7X2		Q6PBK1			P83917			Q17QJ5
O95071		Q66H20			Q9UGM5			A1IGX5
Q7RTR2		Q6P734			F1MAB7			Q9Z2X5
Q674X7		P61959			Q8BHE8			P97300
Q8BK35		Q5E951			O09012			Q90999
Q8C428		Q7TT28			Q1RMU2			Q10741
O08550		Q3TUF7			Q9D0U6			Q5E954
		A2AGA4			Q5ZMA6			Q8TEL6
		Q8TAC1			Q9JHU5			Q9UBS9
		Q7ZUW7			A8KBF6			F1QQC3
		A9C3P0			F1MAD2			A4IHD2
		A2RV29			P31422			Q8K2W6
		Q58DL7			P19803			Q6PEC4
		P55196			O00418			P54823
		Q2KJF9			O94903			Q5RH51
		Q9NX58			Q6AZA0			P08294
		Q8BGV9			Q803G5			Q5YCC5
		P83299			Q08DD1			Q60865
		Q96KP4			A7MCS3			Q8TEB9
		Q9JM53			B1WC15			Q29RL9
		Q13217			P80217			Q6P4Y0
		Q7ZWD4			Q6P135			Q8BTN6
		Q8R2E9			Q2KJ34			Q8TBB1
		Q28EB4			O15173			Q92733
		Q04857			Q62559			Q5XI33
		Q5ZIQ3			P08045			Q6ZU80
		P68247			D3ZA76			Q1LXC9
		Q5XJD3			Q6NW29			Q8WYQ5
		Q9D1J3			Q5XGY1			G3I6Z6
		Q6ZMG9			Q9DBG7			Q9NQP4
		A1L1P9			O43237			Q8JFB7
		Q5F3E8			Q9EQT3			Q12996
		O00560			Q29503			Q6NSM8
		Q9HBY8			A7YWG4			E7FB98
		Q6Y1H2			F1Q8J0			Q9UMY4
		P51147			Q7T3H9			Q6P1U0
		P11179			Q28F51			O08550
		Q90375			Q3ZBY7			Q28678
		Q6A051			Q8JFQ6			Q08BB3
		Q8MJG1			Q13017			Q5M9G0
		P62138			P07514			Q9R182
		Q5REH8			Q9WVJ9			Q6P5P5
		Q5RAZ3			Q6NY89			P0CL18
		Q6P036			Q5RH01			Q6NXR0
		Q9JIW4			Q9JHW1			Q5E9N4
		P36887			O75121			Q28F39
		Q8C552			A6QR55			Q9CR62
		Q5XK67			P52756			Q9Y6W5
		B2KI97			Q6P3H7			Q7T2D0
		Q92005			Q13283			F1QUP1
		Q6AY09			Q9D8N6			Q8R0J4
		Q3UHJ0			Q6DG38			Q9CWB7
		Q9Y2X9			O95251			Q17Q97
		O88852			P81274			Q64638
		Q08DQ0			O15198			Q5R8Y6
		P28173			Q3T0J3			P97576
		Q5ZIR1			P60905			Q5ZJF4
		Q99N34			Q8K2Y7			O13154
		Q9MYY8			Q62446			Q5FWK3
		Q8C9B9			Q6NX31			Q7T3I0
		Q6NYE2			P49300			A6QLK6
		A9UMS3			A0MT11			O09173
		Q8AWG6			A6H751			Q6NW52
		Q5U3F2			Q7TSQ1			O75326
		O35400			Q9BYD1			Q99LG2
		O77775			Q14964			Q06S87
		Q5R698			Q8TDB6			P29804
		Q5RBX7			Q2HJ94			Q08094
		B8A5G9			Q93009			P27449
		Q5XGW6			O55111			Q99685
		O75167			Q1LXS2			Q8VC88
		O15213			Q8K561			Q6P825
		Q8AXL1			Q6PC30			Q3T1J8
		Q8R059			A1A4K8			Q5R839
		Q8JIY8			Q6AXK4			Q2TBV5
		Q96B97			Q9NXW2			Q9CQR4
		Q5SX39			Q4KTA7			Q8VEH3
		Q04870			O14841			Q7T346
		Q0P4Y4			Q2LE37			Q8WUJ3
		P30151			Q5ZIQ3			Q9H0R1
		Q9UJ83			Q6P8D9			Q3B7D2
		Q6ZTK2			Q1RMR1			Q9H920
		Q5FWP9			Q6EWH2			
		Q5ZK10			Q4RWX9			
		Q9NWS8			Q9P0K7			
		Q9XT54			Q9Y4G6			
		P62071			A6QLW2			
		A0JMI9			Q1KME6			
		Q7T3N8			Q8WU76			
		Q96S53			Q96A54			
		O93277			O75121			
		D3ZTX0			Q8CG16			
		Q7L5Y6			O35387			
		Q5RAY0			Q9YH12			
		Q96L50			Q4VBV9			
		P32320			Q7ZWC4			
		Q0VA16			Q9BQ70			
		Q61704			O54698			
		Q62651			Q9R1E6			
		Q5M969			Q3T145			
		Q8BHJ5			Q9Y5J1			
		Q6B860			Q8QG61			
		A1L209			Q8BPQ7			
		P08478			F1R0H0			
		P62246			Q96C10			
		O75534			Q5T6F2			
		P62243			Q659C4			
		Q696W0			Q2QL89			
		Q9H5Q4			Q4R8E0			
		A1L251			Q99LP8			
		Q6NYL3			Q8VIJ5			
		Q7RTR2			Q6GLZ5			
		Q17R09			Q9Y3C5			
		Q58EG2			O88196			
		Q14166			Q28F07			
		P62334			Q9NRR5			
		Q6IR74			Q9NTM9			
		Q8VIJ8			Q6NWF6			
		Q58WW2			Q9Y6G5			
		Q92628			Q90744			
		G3H0N9			Q6DFX2			
		Q9PTE6			Q5DU56			
		Q8WV28			Q6DFC8			
		Q9BD50			Q96I59			
		Q86VQ6			O75533			
		Q8N3J5			Q6PGY5			
		Q66I21			Q803R2			
		A9UMG5			Q6DRD9			
		Q9UKV3			Q6GMK8			
		Q4V8V2			Q7T381			
		A2TIL1			Q7T3C7			
		Q95M18			Q9Y6F1			
		Q8BX70			Q5R7J6			
		Q8R344			O75844			
		A9JRC7			Q6PBT5			
		Q5R4R3			Q7SXE8			
		Q9Y608			Q9WV92			
		Q5RED5			Q5RIV4			
		Q63ZY7			Q9NW08			
		Q9YHC3			Q9UBI9			
		Q9NTM9			Q8WTS1			
		Q8IVU3			Q5PPV3			
		Q3ZCK3			E9Q4P1			
		Q7ZVJ8			Q6P0U0			
		P42226			A9UL63			
		O14657			Q5ZKI0			
		Q7ZYY4			Q96GM5			
		Q811M5			P27117			
		O89110			Q6NUW5			
		Q8TB61			Q5ZKM1			
		Q9NTI2			P53621			
		Q6DHU1			Q60GI5			
		P55262			P30568			
		Q58EB4			Q08AY9			
		Q5ZJH9			F1QB54			
		Q5T6F2			X1WE18			
		P28020			Q4R4T9			
		P48066			Q9GZP0			
		Q645M6			Q99KQ4			
		Q6UWH6			P46063			
		Q9QYF9			Q96DR7			
		Q15024			Q2KIB3			
		Q6UXP7			Q3ZCF5			
		Q6PC62			P84173			
		Q15008			E2RG47			
		Q01147			O14562			
		Q0P5M9			P22897			
		Q9UEY8			Q6ZPE2			
		A1L243			Q9Y6M5			
		Q9D032			Q9CXL1			
		Q96P50			Q9JM53			
		Q8VBX0			P21868			
		P22232			P54758			
		Q6PBM1			A0AUS0			
		O93510			Q6ZUK4			
		P97478			Q7SZ56			
		Q9DCW4			Q00438			
		Q6DFW0			O43615			
		Q9Y6A2			O14977			
		Q29S14			Q6NU40			
		Q0P464			Q7SZQ0			
		Q803X4			P39429			
		Q99PJ2			Q921W4			
		Q8NCJ5			Q6DJF8			
		Q8NF91			O94913			
		Q8N5M1			Q9WU79			
		Q5ZKB9			A0JMK9			
		P42684			Q91Y74			
		P67963			Q9BXB4			
		Q9CXL1			P48506			
		Q6T938			Q2TA14			
		Q4G0W2			Q3ZBG7			
		O73872			Q3SZZ2			
		Q9CYU6			Q5BLE2			
		Q5ZLT0			P38400			
		A0A0R4IVA4			A3KNI7			
		A6MFK8			Q9H2F5			
		Q91YN9			Q6EV56			
		Q920P0			A3KMV5			
		Q6P026			P20004			
		O35400			G3V909			
		Q9WVJ9			A1L243			
		O08915			P29122			
		P55039			O00566			
		B5DG51			Q13332			
		Q99PL5			Q3TNA1			
		P30874			B5DFG1			
		Q9D937			Q6DHQ1			
		Q6NYU7			P0CG71			
		Q4KM91			Q96JJ7			
		O15116			Q2EMV9			
		Q5RAB0			P15207			
		P17178			P57740			
		Q5ZI74			Q7SYK0			
		O55029			Q28824			
		Q92747			Q8BIG7			
		Q6PHN7			A9JTH1			
		Q01082			Q7ZVN7			
		Q96B26			P49069			
		Q9CZV8			Q9MYP6			
		Q1LUD1			Q5RBR7			
		Q91VU6			Q58DR5			
		Q1RMU5			P51122			
		Q66JF3			Q6TGY8			
		Q8R050			P26990			
		Q5R7K2			Q3MQ24			
		Q8BIG7			Q5PRC7			
		P15920			Q9ES67			
		P61078			Q6P963			
		Q566S6			Q05513			
		Q5EBI0			P35034			
		Q9P2K8			Q7ZVT5			
		P30122			Q66GT5			
		Q6NZ18			P13010			
		Q66KL0			Q7TNK0			
		Q9NYB5			Q5ZML7			
		Q58CP9			Q4SBY6			
		Q8NI36			Q63945			
		Q16514			Q8JHJ2			
		Q7TQK0			Q04584			
		Q2HJ94			Q6DRP4			
		A8K2U0			O14662			
		Q2HJ19			Q9HBF4			
		O15431			Q6NYG6			
		Q5CZQ0			Q4V8V1			
		Q6P950			B1WB06			
		P87383			Q96CW9			
		Q9D9N8			P42026			
		Q7ZVN5			A1A4M4			
		Q8JZM7			P13686			
		Q03113			Q9NR45			
		A3KMV5			Q91XF0			
		B5XB27			Q9UHG0			
		Q9QUH0			P12955			
		Q6UB98			Q91YL3			
		Q8R1R3			Q5RBD5			
		Q9ULT0			Q60967			
		P42892			P52948			
		Q9IA76			Q91550			
		Q969T3			P28331			
		P83917			P13752			
		Q9UGM5			Q3MI00			
		F1MAB7			Q0P442			
		Q8BHE8			Q9CR50			
		O09012			Q1KKT4			
		Q9UHH9			Q9BW91			
		Q1RMU2			Q4R877			
		Q9D0U6			Q6DEL1			
		Q5ZMA6			O46629			
		Q9JHU5			P27615			
		A8KBF6			P57678			
		Q01082			Q4R543			
		F1MAD2			Q8BUV3			
		P31422			P0C862			
		P19803			Q5REY3			
		O00418			Q3TZZ7			
		Q9ERK0			Q5U247			
		Q6AZA0			Q642H3			
		Q803G5			P40222			
		Q08DD1			P12798			
		A7MCS3			P04114			
		Q68EI0			Q9TUQ3			
		B1WC15			Q8VCS0			
		Q6DGW9			A5PLF5			
		Q64152			P54923			
		P80217			P00789			
		Q6P135			Q15061			
		Q2KJ34			O57656			
		O15173			Q9GZR7			
		Q07598			P04897			
		Q62559			D3ZUA0			
		P08045			P62484			
		Q5RFA0			Q6TGU2			
		Q08AY9			P62262			
		D3ZA76			Q2F9P2			
		Q8TE04			Q01134			
		Q6NW29			Q5ZI74			
		Q5XGY1			Q3UHI4			
		Q9DBG7			O14595			
		O43237			P00636			
		Q9EQT3			A2BHJ4			
		Q29503			Q95168			
		Q6DGQ4			Q8AV84			
		A7YWG4			Q9DB52			
		F1Q8J0			G1TGF1			
		Q7T3H9			O14975			
		Q28F51			Q5U3V9			
		Q8JFQ6			Q5BLF0			
		P07514			Q641G7			
		Q6PEH1			Q5VTB9			
		Q6NY89			Q9CXR4			
		Q5RH01			Q6NZT6			
		Q9JHW1			E9PVA8			
		O75121			P35249			
		A6QR55			Q8BYA0			
		P52756			Q8CHP8			
		Q6P3H7			P53666			
		Q9HBI1			Q8N4C7			
		Q13283			Q9JLZ3			
		Q9D8N6			Q12874			
		Q6DG38			Q7ZVP1			
		O95251			Q9DGN0			
		P81274			Q10567			
		O15198			P18520			
		Q3T0J3			O08807			
		Q9W6I0			Q3SX20			
		P60905			Q9QZN3			
		Q8K2Y7			Q921I2			
		Q62446			Q9R1J0			
		Q6IQC7			P26038			
		Q6NX31			Q6AYG3			
		Q9Y6M5			Q1JQA3			
		B1WB06			Q6P9X4			
		A0MT11			P00548			
		Q9JLZ3			Q8R1E7			
		Q7TSQ1			Q90752			
		Q14964			P51915			
		Q8TDB6			Q6PH57			
		Q93009			P82911			
		O55111			Q3UA37			
		Q1LXS2			Q7ZXP1			
		Q8K561			Q9GZV5			
		Q5REY3			Q9UET6			
		Q9D939			Q28983			
		Q91WA9			Q3MHM6			
		Q7T2V2			Q3U7U3			
		Q6PC30			B3VSB7			
		O15541			Q9UM54			
		P46527			P07356			
		A1A4K8			O42182			
		Q6AXK4			Q6ZQ89			
		Q9NXW2			O73682			
		Q11205			P12270			
		Q4KTA7			Q91453			
		O14841			P59015			
		Q5ZIQ3			Q6NYM1			
		Q640Q5			Q5PQR5			
		Q1RMR1			O75150			
		Q6EWH2			P23610			
		Q4RWX9			P40329			
		Q9P0K7			Q7ZV43			
		Q32LJ2			A2AN08			
		Q566N0			Q4R761			
		Q9Y4G6			Q6DHR8			
		A6QLW2			Q80Z29			
		Q1KME6			Q7ZVF3			
		Q8WU76			Q91YU8			
		Q96A54			Q6SKR2			
		O75121			O73682			
		Q8CG16			P50533			
		Q8AY33			Q502L7			
		O93390			Q8TDY2			
		Q4U0S5			Q5R495			
		Q0P442			P14866			
		Q4VBV9			O35547			
		Q7ZWC4			Q98892			
		Q6UFZ9			Q5R7X2			
		Q9BQ70			P51176			
		Q7ZUH1			P00367			
		O54698			Q8NHQ8			
		Q9R1E6			P49410			
		Q3T145			Q66I08			
		Q9Y5J1			Q5R476			
		Q8QG61			Q5U4C3			
		Q5VYX0			P78382			
		Q8BPQ7			Q01082			
		Q90744			Q8R5L3			
		F1R0H0			Q6IRA8			
		Q96C10			Q9QUG2			
		O14975			P70399			
		P79735			P50552			
		Q659C4			A8WFT6			
		Q2QL89			Q9PUU6			
		Q4R8E0			P21670			
		Q8BMB3			Q6TH22			
		Q8VIJ5			P04004			
		O88484			Q5TZ80			
		Q9Y3C5			Q8CD10			
		O88196			Q5RFT7			
		Q9NRR5			Q5PYH3			
		Q6NWF6			Q9GM70			
		Q9Y6G5			Q9UKG1			
		Q6DFX2			P25207			
		Q5DU56			Q5HZA4			
		Q6DFC8			Q6IQ63			
		Q96I59			O88904			
		O75533			Q68FL4			
		Q6PGY5			Q07175			
		Q803R2			Q9NV58			
		Q6DRD9			Q02084			
		Q6GMK8			Q2KID0			
		Q7T381			Q08CZ6			
		Q66H68			Q4V9P6			
		A8WFT6			P25490			
		Q7T3C7			Q6DKP5			
		Q9Y6F1			Q3ZBB6			
		O75844			Q6DRI7			
		Q6PBT5			Q9GZY8			
		Q7SXE8			Q6NV34			
		Q9WV92			Q9UPQ4			
		Q5RIV4			P29144			
		Q641G7			Q00341			
		Q9NW08			Q70Z53			
		Q9UBI9			Q6NRT5			
		Q8WTS1			Q8K2L8			
		Q5PPV3			P43346			
		E9Q4P1			P49253			
		Q99829			O43172			
		Q6P0U0			P41777			
		A9UL63			Q9BSU1			
		Q5ZKI0			Q16595			
		Q96GM5			Q98925			
		Q6PC40			Q7RTR2			
		A3KPW9			O75764			
		P27117			Q9YGN1			
		Q6NUW5			Q9W725			
		Q9Y5B8			Q02318			
		Q5ZKM1			O35491			
		P53621			Q1LVZ2			
		Q60GI5			Q8BG15			
		P30568			O08915			
		F1QB54			Q6NYF1			
		Q14126			Q9UJA5			
		X1WE18			Q9UFF9			
		Q4R4T9			Q5VTL7			
		Q6TGY8			Q8N357			
		Q9GZP0			F1NPQ2			
		Q99KQ4			A1A4N1			
		Q5SPD7			Q9EQ15			
		P46063			Q566N0			
		Q5ZHN3			Q8CGC7			
		Q96DR7			Q61029			
		Q2KIB3			Q6NVU2			
		A5WUN7			Q5RAH8			
		P84173			Q6PBY7			
		Q9DED4			Q9PTU6			
		E2RG47			P0C548			
		O14562			Q8MJY8			
		Q6ZPE2			P11966			
		P21868			Q8AWW7			
		P31937			Q0IHQ3			
		Q8WWW0			Q9UNP9			
		P54758			Q07984			
		P26990			Q7ZVC4			
		A0AUS0			Q14938			
		Q6ZUK4			Q6NYX8			
		P14854			Q28E01			
		Q7SZ56			Q80UV9			
		Q00438			Q6DJI9			
		Q6DJ87			Q64727			
		O43615			Q5SPB1			
		O14977			O95460			
		Q5RFU5			O35130			
		P08047			Q5E9T8			
		Q6NU40			A0JN61			
		Q7SZQ0			Q9BSE4			
		Q921W4			Q9H000			
		O94913			F1QQI2			
		Q9WU79			Q5RDB5			
		A0JMK9			P51398			
		Q91Y74			Q9ULV0			
		Q9BXB4			Q7ZVU1			
		Q4VBT5			Q62651			
		P48506			Q8AXL1			
		Q8K2Y3			P11179			
		Q2TA14			Q3T0P5			
		Q3ZBG7			Q8WWW0			
		Q2KID0			Q7ZVX6			
		Q4R543			Q68CP4			
		P55036			Q9QYC0			
		Q5BLE2			Q62733			
		Q96L94			Q9NRH2			
		P38400			O08739			
		Q62141			Q66PG1			
		A3KNI7			P82264			
		Q9H2F5			Q15269			
		Q6EV56			O95620			
		P20004			Q9BTT6			
		G3V909			A4UGR9			
		Q8NFU3			Q1LYL8			
		Q7ZVU1			A0JMF1			
		Q5RDB5			Q9Y5R4			
		Q8HZM5			Q6VBQ6			
		P29122			P42232			
		O00566			Q3MI00			
		Q13332			Q91V92			
		Q3TNA1			P58875			
		Q5ZII6			Q802U2			
		Q8CHP8			Q2KJ44			
		B5DFG1			Q9BWD1			
		Q5I0R6			Q66I24			
		Q6DHQ1			Q9Y487			
		Q9BT73			O02776			
		Q96JJ7			Q9I9N6			
		Q2EMV9			P67963			
		Q5R4U9			P41212			
		Q9BVK6			Q7Z6Z7			
		P15207			Q9IA79			
		Q92734			Q503I8			
		P57740			Q5R6P6			
		O75947			Q8R5C5			
		Q28824			Q00839			
		Q0P4F7			D3ZTX0			
		A9JTH1			Q96KP4			
		Q0MQD0			A3KQS4			
		Q7ZVN7			Q460N5			
		P49069			Q9W6R1			
		Q68EL3			Q1L908			
		Q1JQA3			P62994			
		Q9MYP6			P20933			
		Q66IB8			Q7T2F6			
		Q5RBR7			P54613			
		Q58DR5			Q9BXW6			
		Q3MQ24			Q9UKV3			
		Q5PRC7			Q9H5V8			
		Q9ES67			Q7ZW38			
		Q08CI8			Q08BB5			
		Q6P963			Q8N2F6			
		Q05513			P31646			
		P35034			Q3UH66			
		Q7ZVT5			O70405			
		Q66GT5			Q32LQ4			
		P13010			Q9GL24			
		Q7TNK0			Q9P0Z9			
		Q4SBY6			Q10471			
		Q8JHJ2			Q5M868			
		O94925			Q13613			
		Q04584			Q02083			
		Q6DRP4			Q8AWD1			
		O14662			P41252			
		Q6NYF1			Q568N4			
		Q9HBF4			Q5R9G3			
		Q6NYG6			Q96MF7			
		Q4V8V1			Q6AYS4			
		B1WB06			P82450			
		Q96CW9			P29374			
		P42026			Q920A7			
		Q8AWD2			Q9UKV5			
		A1A4M4			B5X3B2			
		P13686			Q99JH7			
		Q9NR45			P46087			
		Q91XF0			Q78P75			
		P12955			Q5RAZ3			
		Q91YL3			Q5U374			
		Q5R9H4			Q01844			
		Q5RBD5			A4QN56			
		Q8CD10			Q61142			
		Q60967			O60499			
		P52948			P35033			
		Q91550			Q9EQX4			
		Q6P5I8			Q8BIQ5			
		P28331			Q08EJ0			
		P13752			X1WGX5			
		Q3MI00			Q6PH52			
		P62311			Q9BRS2			
		O42197			P31404			
		Q9CR50			Q12982			
		Q1KKT4			Q9BX84			
		Q9BW91			A8E4L3			
		Q4R877			P09207			
		Q6DEL1			P02001			
		O46629			O75131			
		P27615			Q640Q5			
		P15169			Q91YT0			
		Q8K0Z7			Q7SXW6			
		P57678			Q9CQV4			
		Q8BUV3			O43451			
		P10160			O43719			
		P0C862			Q6GV12			
		Q3TZZ7			Q2PKF4			
		Q5U247			P14018			
		Q642H3			P52944			
		Q6UZF7			O60706			
		P12798			Q6IQ20			
		P04114			Q9PVW7			
		Q9TUQ3			Q9HD26			
		O42204			Q09167			
		Q8VCS0			Q8CFK2			
		A5PLF5			Q08334			
		P54923			Q9H2Y7			
		P00789			Q5ZIJ9			
		Q15061			Q767K6			
		Q9GZR7			Q5ZL00			
		Q9UNP4			Q9D0V7			
		A2BGL3			Q6DH65			
		P04897			P07686			
		D3ZUA0			Q5R789			
		P62484			Q764M6			
		Q6TGU2			P50516			
		Q90YV7			Q58DU5			
		Q2F9P2			O60861			
		Q01134			Q9JHN8			
		Q02380			Q7ZW11			
		Q9GZY4			Q70I47			
		Q3UHI4			O02773			
		O14595			Q8R121			
		A2BHJ4			Q9Z1J3			
		Q08CZ6			Q8JFP1			
		Q95168			O93484			
		Q8AV84			Q8TF01			
		P47796			Q8R1R3			
		Q9DB52			Q0V8R6			
		O14975			A5D7E2			
		Q5U3V9			Q11200			
		Q5BLF0			D2D3B6			
		Q641G7			Q9UNI6			
		Q9BD50			B2RS91			
		Q5VTB9			Q8BSU7			
		Q9CXR4			P48065			
		Q6NZT6			A4IG42			
		E9PVA8			Q62848			
		P35249			Q5E985			
		Q8BYA0			O75439			
		P53666			Q91012			
		Q9H3F6			P79749			
		Q8N4C7			O54862			
		P49674			Q3UHD6			
		P50995			Q15154			
		Q5RAZ4			Q9JHX4			
		Q2KIS7			Q8MJC3			
		P82917			Q04637			
		Q12874			Q99M03			
		Q7ZVP1			Q65Z54			
		Q9DGN0			Q9H2G9			
		Q10567			Q8K070			
		P18520			Q52M93			
		O08807			A0JNG0			
		Q3SX20			Q8N5B7			
		Q9QZN3			Q9DGE2			
		O60232			P21279			
		Q921I2			O35185			
		Q9R1J0			Q5RAL9			
		Q6NWF4			Q9Z1M4			
		Q7ZW24			Q8WXX0			
		Q8TBM7			Q9CUS9			
		P26038			C0HK23			
		Q6AYG3			B8XY56			
		Q6P9X4			Q5VW36			
		Q90ZL2			Q9Y2L1			
		Q8R1E7			Q80WE4			
		Q90752			Q90ZY4			
		P51915			Q9BY10			
		Q6PH57			Q6PCJ9			
		P09496			Q7SXE4			
		Q5U3I2			P62997			
		Q5BJI6			O14682			
		P82911			Q92734			
		Q3UA37			Q68CZ6			
		Q9GZV5			A4IGH2			
		Q6VBQ6			Q2MJT0			
		Q9UET6			P08836			
		Q28983			Q6NVJ5			
		Q99595			Q96LR5			
		Q3MHM6			Q90678			
		Q3U7U3			Q3SX46			
		B3VSB7			P98133			
		Q9UM54			Q6PHG4			
		Q92010			Q8QGX4			
		P07356			O95405			
		O42182			P49756			
		Q6ZQ89			Q9NS91			
		O73682			Q16696			
		P12270			Q6PBN2			
		Q91453			P30998			
		P59015			F1QJX5			
		Q6NYM1			P52624			
		Q5PQR5			P22061			
		Q91YE3			Q5FVB0			
		Q08170			P51648			
		O75150			Q8IY37			
		Q7ZUL9			Q7Z5K2			
		Q6R1L1			Q6PEH1			
		P23610			Q9D0C1			
		O00291			Q5T9S5			
		P40329			A7E2M3			
		Q7ZV43			Q9UNX4			
		A2AN08			A9JR86			
		Q4R761			Q58D31			
		Q6DHR8			P20717			
		Q7ZVF3			Q5FWH2			
		Q86UW6			Q5XKL5			
		Q91YU8			Q7ZTI5			
		Q9NX07			Q9DB77			
		Q6SKR2			P08217			
		P50533			Q14161			
		Q502L7			Q90304			
		Q8TDY2			D3Z7P3			
		Q03669			Q9BVK6			
		Q5R495			Q8NCA5			
		P15153			Q8CHJ2			
		P14866			P08217			
		O35547			Q62158			
		Q98892			Q90459			
		Q5R7X2			Q13370			
		Q7ZW38			B0S6T2			
		P51176			Q66I22			
		Q8R127			A2VDN6			
		Q2QL78			P26323			
		Q8NHQ8			Q14258			
		P49410			Q9Y5B8			
		Q3URD3			Q96AT9			
		Q3SX24			Q6P9V9			
		Q5R476			Q06HQ7			
		Q5U4C3			Q8R092			
		P78382			P02454			
		Q58CP2			Q7SXZ1			
		Q9PVW7			F8W4H9			
		Q8R5L3			O77737			
		Q6IRA8			P51953			
		Q9QUN9			P70187			
		Q9QUG2			Q5U3P0			
		P70399			Q568D5			
		P50552			Q9NSK0			
		P63149			Q7SX99			
		Q9PUU6			Q5VT52			
		Q6TH22			Q0V9S9			
		P04004			Q91W34			
		Q5TZ80			Q8VDD5			
		Q5RFT7			Q9JL15			
