Order,Number,ABLG,AlternateID_s_,CommonName,DonatingLab,Collector,CollectionDate,CollectionYear,CollectionMonth,CollectionDay,StateCountry,MarineRegion,MarineRegion2,Location1,StartLatitudeDD,StartLongitudeDD,LengthMM,WeightG,Lifestage,Sex
163,ABLG1928,1928,"HS04-50,PCod2004_HcteSt_50",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
164,ABLG1929,1929,"HS04-51,PCod2004_HcteSt_51",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
165,ABLG1930,1930,"HS04-52,PCod2004_HcteSt_52",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
166,ABLG1931,1931,"HS04-53,PCod2004_HcteSt_53",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
167,ABLG1932,1932,"HS04-54,PCod2004_HcteSt_54",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
168,ABLG1936,1936,"HS04-58,PCod2004_HcteSt_58",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
169,ABLG1937,1937,"HS04-59,PCod2004_HcteSt_59",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
170,ABLG1938,1938,"HS04-60,PCod2004_HcteSt_60",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
171,ABLG1941,1941,"HS04-63,PCod2004_HcteSt_63",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
172,ABLG1942,1942,"HS04-64,PCod2004_HcteSt_64",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
173,ABLG1943,1943,"HS04-65,PCod2004_HcteSt_65",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
174,ABLG1944,1944,"HS04-66,PCod2004_HcteSt_66",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
175,ABLG1945,1945,"HS04-67,PCod2004_HcteSt_67",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
176,ABLG1946,1946,"HS04-68,PCod2004_HcteSt_68",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
177,ABLG1947,1947,"HS04-69,PCod2004_HcteSt_69",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
178,ABLG1950,1950,"HS04-72,PCod2004_HcteSt_72",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
179,ABLG1952,1952,"HS04-74,PCod2004_HcteSt_74",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
180,ABLG1953,1953,"HS04-75,PCod2004_HcteSt_75",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
181,ABLG1955,1955,"HS04-77,PCod2004_HcteSt_77",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
182,ABLG1956,1956,"HS04-78,PCod2004_HcteSt_78",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
183,ABLG1957,1957,"HS04-79,PCod2004_HcteSt_79",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
184,ABLG1958,1958,"HS04-80,PCod2004_HcteSt_80",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
185,ABLG1961,1961,"HS04-83,PCod2004_HcteSt_83",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
186,ABLG1962,1962,"HS04-84,PCod2004_HcteSt_84",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
187,ABLG1963,1963,"HS04-85,PCod2004_HcteSt_85",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
188,ABLG1965,1965,"HS04-87,PCod2004_HcteSt_87",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
189,ABLG1968,1966,"HS04-88,PCod2004_HcteSt_88",pacific cod,Ingrid Spies,---,3/23/04-3/26/04,2004,3,,---,eGOA,eGOA,HecateStrait,0,0,0,0,---,---
190,ABLG1969,1969,PCod2005_Near_SF147,pacific cod,Ingrid Spies,---,2/27/05,2005,2,27,---,Aleutians,Aleutians,NearIslands,0,0,780,6320,---,female
191,ABLG1970,1970,PCod2005_Near_SF148,pacific cod,Ingrid Spies,---,2/27/05,2005,2,27,---,Aleutians,NBS,NearIslands,0,0,920,12540,---,female
192,ABLG1971,1971,PCod2005_Near_SF149,pacific cod,Ingrid Spies,---,2/27/05,2005,2,27,---,Aleutians,Aleutians,NearIslands,0,0,870,9650,---,female
193,ABLG1974,1974,PCod2005_Near_SF153,pacific cod,Ingrid Spies,---,3/3/05,2005,3,3,---,Aleutians,Aleutians,NearIslands,0,0,930,11770,---,female
194,ABLG1975,1975,PCod2005_Near_SF154,pacific cod,Ingrid Spies,---,3/3/05,2005,3,3,---,Aleutians,Aleutians,NearIslands,0,0,1090,23710,---,female
195,ABLG1976,1976,PCod2005_Near_5455-20,pacific cod,Ingrid Spies,---,2/23/05,2005,2,23,---,Aleutians,Aleutians,NearIslands,0,0,0,0,---,---
196,ABLG1977,1977,PCod2005_Near_5455-21,pacific cod,Ingrid Spies,---,2/23/05,2005,2,23,---,Aleutians,Aleutians,NearIslands,0,0,0,0,---,---
197,ABLG1981,1981,PCod2005_Tnga_103-4,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
198,ABLG1982,1982,PCod2005_Tnga_103-5,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
199,ABLG1987,1987,PCod2005_Tnga_103-10,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
200,ABLG1988,1988,PCod2005_Tnga_103-11,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
201,ABLG1990,1990,PCod2005_Tnga_103-13,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
202,ABLG1991,1991,PCod2005_Tnga_103-14,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
203,ABLG1992,1992,PCod2005_Tnga_103-15,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,eGOA,TanagaIsland,51.67,-178.27,0,0,---,---
204,ABLG1993,1993,PCod2005_Tnga_103-16,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
205,ABLG1994,1994,PCod2005_Tnga_103-17,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
206,ABLG1996,1996,PCod2005_Tnga_103-19,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
207,ABLG1997,1997,PCod2005_Tnga_103-20,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
208,ABLG1999,1999,PCod2005_Tnga_103-22,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
209,ABLG2004,2004,PCod2005_Tnga_103-27,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
210,ABLG2005,2005,PCod2005_Tnga_103-28,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
211,ABLG2009,2009,PCod2005_Tnga_103-32,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
212,ABLG2010,2010,PCod2005_Tnga_103-33,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
213,ABLG2012,2012,PCod2005_Tnga_103-35,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
214,ABLG2013,2013,PCod2005_Tnga_103-36,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
215,ABLG2014,2014,PCod2005_Tnga_103-37,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
216,ABLG2017,2017,PCod2005_Tnga_103-40,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
217,ABLG2018,2018,PCod2005_Tnga_103-41,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
218,ABLG2020,2020,PCod2005_Tnga_103-43,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
219,ABLG2021,2021,PCod2005_Tnga_103-44,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
220,ABLG2022,2022,PCod2005_Tnga_103-45,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
221,ABLG2023,2023,PCod2005_Tnga_103-46,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
222,ABLG2027,2027,PCod2005_Tnga_103-50,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
223,ABLG2032,2032,PCod2005_Tnga_103-55,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
224,ABLG2037,2037,PCod2005_Tnga_103-60,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
225,ABLG2042,2042,PCod2005_Tnga_103-65,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
226,ABLG2045,2045,PCod2005_Tnga_103-68,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
227,ABLG2054,2054,PCod2005_Tnga_103-77,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
228,ABLG2060,2060,PCod2005_Tnga_103-83,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
229,ABLG2063,2063,PCod2005_Tnga_103-86,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
230,ABLG2065,2065,PCod2005_Tnga_103-88,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
231,ABLG2067,2067,PCod2005_Tnga_103-90,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
232,ABLG2071,2071,PCod2005_Tnga_103-94,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
233,ABLG2076,2076,PCod2005_Tnga_103-99,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
234,ABLG2077,2077,PCod2005_Tnga_103-100,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
235,ABLG2079,2079,PCod2005_Tnga_103-102,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
236,ABLG2080,2080,PCod2005_Tnga_103-103,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
237,ABLG2082,2082,PCod2005_Tnga_103-105,pacific cod,Ingrid Spies,Olav Ormseth,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,51.67,-178.27,0,0,---,---
238,ABLG2083,2083,PCod2005_Tnga_103-106,pacific cod,Ingrid Spies,---,3/12/05,2005,3,12,---,Aleutians,Aleutians,TanagaIsland,0,0,0,0,---,---
239,ABLG2086,2086,"PCOD16S_0903,PCod2018_Unimk_16S_903",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,600,0,adult,male
240,ABLG2087,2087,"PCOD16S_0904,PCod2018_Unimk_16S_904",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,710,0,adult,male
241,ABLG2088,2088,"PCOD16S_0905,PCod2018_Unimk_16S_905",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,700,0,adult,female
242,ABLG2090,2090,"PCOD16S_0907,PCod2018_Unimk_16S_907",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,680,0,adult,male
243,ABLG2091,2091,"PCOD16S_0908,PCod2018_Unimk_16S_908",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,640,0,adult,female
244,ABLG2092,2092,"PCOD16S_0909,PCod2018_Unimk_16S_909",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,720,0,adult,male
245,ABLG2093,2093,"PCOD16S_0910,PCod2018_Unimk_16S_910",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,640,0,adult,female
246,ABLG2094,2094,"PCOD16S_0911,PCod2018_Unimk_16S_911",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,810,0,adult,female
247,ABLG2095,2095,"PCOD16S_0912,PCod2018_Unimk_16S_912",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,690,0,adult,male
248,ABLG2096,2096,"PCOD16S_0913,PCod2018_Unimk_16S_913",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,590,0,adult,female
249,ABLG2097,2097,"PCOD16S_0914,PCod2018_Unimk_16S_914",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,730,0,adult,female
250,ABLG2098,2098,"PCOD16S_0915,PCod2018_Unimk_16S_915",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,630,0,adult,male
251,ABLG2099,2099,"PCOD16S_0916,PCod2018_Unimk_16S_916",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,700,0,adult,female
252,ABLG2100,2100,"PCOD16S_0917,PCod2018_Unimk_16S_917",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,730,0,adult,female
253,ABLG2101,2101,"PCOD16S_0918,PCod2018_Unimk_16S_918",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,810,0,adult,female
254,ABLG2102,2102,"PCOD16S_0919,PCod2018_Unimk_16S_919",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,760,0,adult,female
255,ABLG2103,2103,"PCOD16S_0920,PCod2018_Unimk_16S_920",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,600,0,adult,male
256,ABLG2104,2104,"PCOD16S_0921,PCod2018_Unimk_16S_921",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,680,0,adult,male
257,ABLG2105,2105,"PCOD16S_0922,PCod2018_Unimk_16S_922",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,640,0,adult,female
258,ABLG2107,2107,"PCOD16S_0924,PCod2018_Unimk_16S_924",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,680,0,adult,female
259,ABLG2108,2108,"PCOD16S_0925,PCod2018_Unimk_16S_925",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,670,0,adult,male
260,ABLG2109,2109,"PCOD16S_0926,PCod2018_Unimk_16S_926",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,770,0,adult,female
261,ABLG2110,2110,"PCOD16S_0927,PCod2018_Unimk_16S_927",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,660,0,adult,female
262,ABLG2111,2111,"PCOD16S_0928,PCod2018_Unimk_16S_928",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,720,0,adult,female
263,ABLG2112,2112,"PCOD16S_0929,PCod2018_Unimk_16S_929",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,720,0,adult,female
264,ABLG2113,2113,"PCOD16S_0930,PCod2018_Unimk_16S_930",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,700,0,adult,female
265,ABLG2114,2114,"PCOD16S_0931,PCod2018_Unimk_16S_931",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,650,0,adult,female
266,ABLG2115,2115,"PCOD16S_0932,PCod2018_Unimk_16S_932",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,720,0,adult,female
267,ABLG2116,2116,"PCOD16S_0933,PCod2018_Unimk_16S_933",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,670,0,adult,female
268,ABLG2117,2117,"PCOD16S_0934,PCod2018_Unimk_16S_934",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,590,0,adult,male
269,ABLG2118,2118,"PCOD16S_0935,PCod2018_Unimk_16S_935",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,650,0,adult,male
270,ABLG2120,2120,"PCOD16S_0937,PCod2018_Unimk_16S_937",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,620,0,adult,female
271,ABLG2121,2121,"PCOD16S_0938,PCod2018_Unimk_16S_938",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,660,0,adult,male
272,ABLG2123,2123,"PCOD16S_0940,PCod2018_Unimk_16S_940",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,690,0,adult,female
273,ABLG2124,2124,"PCOD16S_0941,PCod2018_Unimk_16S_941",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,720,0,adult,female
274,ABLG2125,2125,"PCOD16S_0942,PCod2018_Unimk_16S_942",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,560,0,adult,male
275,ABLG2126,2126,"PCOD16S_0943,PCod2018_Unimk_16S_943",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,780,0,adult,male
276,ABLG2127,2127,"PCOD16S_0944,PCod2018_Unimk_16S_944",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,710,0,adult,male
277,ABLG2129,2129,"PCOD16S_0946,PCod2018_Unimk_16S_946",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,710,0,adult,male
278,ABLG2132,2132,"PCOD16S_0949,PCod2018_Unimk_16S_949",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,680,0,adult,female
279,ABLG2133,2133,"PCOD16S_0950,PCod2018_Unimk_16S_950",pacific cod,Ingrid Spies,,2018,2018,,,---,wGOA,wGOA,Unimak,54.78,-164.91,610,0,adult,male
280,ABLG2134,2134,PCod2018_KOD_1,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
281,ABLG2135,2135,PCod2018_KOD_2,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
282,ABLG2137,2137,PCod2018_KOD_4,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
283,ABLG2138,2138,PCod2018_KOD_5,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
284,ABLG2139,2139,PCod2018_KOD_6,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
285,ABLG2140,2140,PCod2018_KOD_7,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
286,ABLG2141,2141,PCod2018_KOD_8,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
287,ABLG2142,2142,PCod2018_KOD_9,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
288,ABLG2143,2143,PCod2018_KOD_10,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
289,ABLG2144,2144,PCod2018_KOD_11,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
290,ABLG2145,2145,PCod2018_KOD_12,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
291,ABLG2146,2146,PCod2018_KOD_13,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
292,ABLG2147,2147,PCod2018_KOD_14,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
293,ABLG2149,2149,PCod2018_KOD_16,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
294,ABLG2150,2150,PCod2018_KOD_17,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
295,ABLG2151,2151,PCod2018_KOD_18,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
296,ABLG2152,2152,PCod2018_KOD_19,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
297,ABLG2153,2153,PCod2018_KOD_20,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
298,ABLG2154,2154,PCod2018_KOD_21,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
299,ABLG2155,2155,PCod2018_KOD_22,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
300,ABLG2156,2156,PCod2018_KOD_23,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
301,ABLG2157,2157,PCod2018_KOD_24,pacific cod,Ingrid Spies,Steve Prices,2018,2018,,,---,wGOA,wGOA,Kodiak,58.3,151.5,0,0,---,---
302,ABLG2158,2158,"Pcod2019_Shum_B48,DF_Shum_B:48",pacific cod,Ingrid Spies,Dwain Foster,3/13/19,2019,3,13,---,wGOA,wGOA,Shumagins,55.28,-159.28,0,0,---,---
303,ABLG2159,2159,Pcod2005_AmchPss_SF001,pacific cod,Ingrid Spies,Olav Ormseth,2/21/05,2005,2,21,---,Aleutians,Aleutians,AmchitkaPass,51.67,-179.82,1150,24060,---,female
